snapshot_id,snapshot_date,factory_id,product_id,opening_stock,production_units,dispatch_units,closing_stock
INV-600922,2025-01-01,FAC-001,HW-PC-10026,46,122,158,10
INV-600923,2025-02-01,FAC-001,HW-PC-10026,28,109,114,23
INV-600924,2025-03-01,FAC-001,HW-PC-10026,24,110,117,17
INV-600925,2025-04-01,FAC-001,HW-PC-10026,30,122,138,14
INV-600926,2025-05-01,FAC-001,HW-PC-10026,52,120,162,10
INV-600927,2025-06-01,FAC-001,HW-PC-10026,47,107,138,16
INV-600928,2025-07-01,FAC-001,HW-PC-10026,25,81,94,12
INV-600929,2025-08-01,FAC-001,HW-PC-10026,30,84,100,14
INV-600930,2025-09-01,FAC-001,HW-PC-10026,45,134,161,18
INV-600931,2025-10-01,FAC-001,HW-PC-10026,30,149,134,45
INV-600932,2025-11-01,FAC-001,HW-PC-10026,44,102,116,30
INV-600933,2025-12-01,FAC-001,HW-PC-10026,28,111,113,26
INV-600934,2026-01-01,FAC-001,HW-PC-10026,45,118,125,38
INV-600935,2026-02-01,FAC-001,HW-PC-10026,21,104,105,20
INV-600936,2026-03-01,FAC-001,HW-PC-10026,25,112,110,27
INV-600937,2023-04-01,FAC-001,HW-PC-10027,42,94,103,33
INV-600938,2023-05-01,FAC-001,HW-PC-10027,26,90,96,20
INV-600939,2023-06-01,FAC-001,HW-PC-10027,38,90,120,8
INV-600940,2023-07-01,FAC-001,HW-PC-10027,21,73,85,9
INV-600941,2023-08-01,FAC-001,HW-PC-10027,22,66,72,16
INV-600942,2023-09-01,FAC-001,HW-PC-10027,31,123,121,33
INV-600943,2023-10-01,FAC-001,HW-PC-10027,29,132,137,24
INV-600944,2023-11-01,FAC-001,HW-PC-10027,15,76,68,23
INV-600945,2023-12-01,FAC-001,HW-PC-10027,31,75,85,21
INV-600946,2024-01-01,FAC-001,HW-PC-10027,32,95,106,21
INV-600947,2024-02-01,FAC-001,HW-PC-10027,28,86,102,12
INV-600948,2024-03-01,FAC-001,HW-PC-10027,22,78,92,8
INV-600949,2024-04-01,FAC-001,HW-PC-10027,40,95,112,23
INV-600950,2024-05-01,FAC-001,HW-PC-10027,29,91,101,19
INV-600951,2024-06-01,FAC-001,HW-PC-10027,26,76,80,22
INV-600952,2024-07-01,FAC-001,HW-PC-10027,27,67,74,20
INV-600953,2024-08-01,FAC-001,HW-PC-10027,13,62,70,5
INV-600954,2024-09-01,FAC-001,HW-PC-10027,35,117,138,14
INV-600955,2024-10-01,FAC-001,HW-PC-10027,36,129,146,19
INV-600956,2024-11-01,FAC-001,HW-PC-10027,32,90,95,27
INV-600957,2024-12-01,FAC-001,HW-PC-10027,31,93,100,24
INV-600958,2025-01-01,FAC-001,HW-PC-10027,17,82,76,23
INV-600959,2025-02-01,FAC-001,HW-PC-10027,18,90,89,19
INV-600960,2025-03-01,FAC-001,HW-PC-10027,17,84,95,6
INV-600961,2025-04-01,FAC-001,HW-PC-10027,21,77,79,19
INV-600962,2025-05-01,FAC-001,HW-PC-10027,15,77,82,10
INV-600963,2025-06-01,FAC-001,HW-PC-10027,24,95,105,14
INV-600964,2025-07-01,FAC-001,HW-PC-10027,31,76,89,18
INV-600965,2025-08-01,FAC-001,HW-PC-10027,18,67,75,10
INV-600966,2025-09-01,FAC-001,HW-PC-10027,31,128,131,28
INV-600967,2025-10-01,FAC-001,HW-PC-10027,52,131,173,10
INV-600968,2025-11-01,FAC-001,HW-PC-10027,26,90,100,16
INV-600969,2025-12-01,FAC-001,HW-PC-10027,19,88,91,16
INV-600970,2026-01-01,FAC-001,HW-PC-10027,21,89,99,11
INV-600971,2026-02-01,FAC-001,HW-PC-10027,37,86,93,30
INV-600972,2026-03-01,FAC-001,HW-PC-10027,27,78,84,21
INV-600973,2023-04-01,FAC-001,HW-PC-10030,27,84,91,20
INV-600974,2023-05-01,FAC-001,HW-PC-10030,38,94,117,15
INV-600975,2023-06-01,FAC-001,HW-PC-10030,28,89,109,8
INV-600976,2023-07-01,FAC-001,HW-PC-10030,28,75,95,8
INV-600977,2023-08-01,FAC-001,HW-PC-10030,26,66,72,20
INV-600978,2023-09-01,FAC-001,HW-PC-10030,31,112,135,8
INV-600979,2023-10-01,FAC-001,HW-PC-10030,48,130,159,19
INV-600980,2023-11-01,FAC-001,HW-PC-10030,37,85,103,19
INV-600981,2023-12-01,FAC-001,HW-PC-10030,19,80,89,10
INV-600982,2024-01-01,FAC-001,HW-PC-10030,26,89,86,29
INV-600983,2024-02-01,FAC-001,HW-PC-10030,18,92,97,13
INV-600984,2024-03-01,FAC-001,HW-PC-10030,29,95,98,26
INV-600985,2024-04-01,FAC-001,HW-PC-10030,35,89,106,18
INV-600986,2024-05-01,FAC-001,HW-PC-10030,20,95,97,18
INV-600987,2024-06-01,FAC-001,HW-PC-10030,36,89,98,27
INV-600988,2024-07-01,FAC-001,HW-PC-10030,26,77,85,18
INV-600989,2024-08-01,FAC-001,HW-PC-10030,26,63,69,20
INV-600990,2024-09-01,FAC-001,HW-PC-10030,29,110,128,11
INV-600991,2024-10-01,FAC-001,HW-PC-10030,49,123,137,35
INV-600992,2024-11-01,FAC-001,HW-PC-10030,29,87,106,10
INV-600993,2024-12-01,FAC-001,HW-PC-10030,19,94,99,14
INV-600994,2025-01-01,FAC-001,HW-PC-10030,24,72,77,19
INV-600995,2025-02-01,FAC-001,HW-PC-10030,22,79,88,13
INV-600996,2025-03-01,FAC-001,HW-PC-10030,30,79,90,19
INV-600997,2025-04-01,FAC-001,HW-PC-10030,28,73,81,20
INV-600998,2025-05-01,FAC-001,HW-PC-10030,30,82,91,21
INV-600999,2025-06-01,FAC-001,HW-PC-10030,21,72,87,6
INV-601000,2025-07-01,FAC-001,HW-PC-10030,27,74,88,13
INV-601001,2025-08-01,FAC-001,HW-PC-10030,19,64,74,9
INV-601002,2025-09-01,FAC-001,HW-PC-10030,27,103,104,26
INV-601003,2025-10-01,FAC-001,HW-PC-10030,51,115,126,40
INV-601004,2025-11-01,FAC-001,HW-PC-10030,20,84,98,6
INV-601005,2025-12-01,FAC-001,HW-PC-10030,22,74,86,10
INV-601006,2026-01-01,FAC-001,HW-PC-10030,27,89,95,21
INV-601007,2026-02-01,FAC-001,HW-PC-10030,21,81,80,22
INV-601008,2026-03-01,FAC-001,HW-PC-10030,22,83,84,21
INV-601009,2023-04-01,FAC-001,HW-PC-10034,18,43,49,12
INV-601010,2023-05-01,FAC-001,HW-PC-10034,15,43,50,8
INV-601011,2023-06-01,FAC-001,HW-PC-10034,13,52,48,17
INV-601012,2023-07-01,FAC-001,HW-PC-10034,12,48,53,7
INV-601013,2023-08-01,FAC-001,HW-PC-10034,15,45,48,12
INV-601014,2023-09-01,FAC-001,HW-PC-10034,22,65,80,7
INV-601015,2023-10-01,FAC-001,HW-PC-10034,17,79,74,22
INV-601016,2023-11-01,FAC-001,HW-PC-10034,21,56,71,6
INV-601017,2023-12-01,FAC-001,HW-PC-10034,15,45,53,7
INV-601018,2024-01-01,FAC-001,HW-PC-10034,15,52,50,17
INV-601019,2024-02-01,FAC-001,HW-PC-10034,13,51,53,11
INV-601020,2024-03-01,FAC-001,HW-PC-10034,16,56,66,6
INV-601021,2024-04-01,FAC-001,HW-PC-10034,16,45,57,4
INV-601022,2024-05-01,FAC-001,HW-PC-10034,8,44,43,9
INV-601023,2024-06-01,FAC-001,HW-PC-10034,16,43,55,4
INV-601024,2024-07-01,FAC-001,HW-PC-10034,10,41,42,9
INV-601025,2024-08-01,FAC-001,HW-PC-10034,9,45,46,8
INV-601026,2024-09-01,FAC-001,HW-PC-10034,25,72,77,20
INV-601027,2024-10-01,FAC-001,HW-PC-10034,16,74,71,19
INV-601028,2024-11-01,FAC-001,HW-PC-10034,21,55,57,19
INV-601029,2024-12-01,FAC-001,HW-PC-10034,11,46,45,12
INV-601030,2025-01-01,FAC-001,HW-PC-10034,9,46,46,9
INV-601031,2025-02-01,FAC-001,HW-PC-10034,18,53,62,9
INV-601032,2025-03-01,FAC-001,HW-PC-10034,18,43,55,6
INV-601033,2025-04-01,FAC-001,HW-PC-10034,21,54,70,5
INV-601034,2025-05-01,FAC-001,HW-PC-10034,12,50,54,8
INV-601035,2025-06-01,FAC-001,HW-PC-10034,20,53,62,11
INV-601036,2025-07-01,FAC-001,HW-PC-10034,10,36,42,4
INV-601037,2025-08-01,FAC-001,HW-PC-10034,14,43,45,12
INV-601038,2025-09-01,FAC-001,HW-PC-10034,28,67,83,12
INV-601039,2025-10-01,FAC-001,HW-PC-10034,23,76,86,13
INV-601040,2025-11-01,FAC-001,HW-PC-10034,17,46,52,11
INV-601041,2025-12-01,FAC-001,HW-PC-10034,17,49,61,5
INV-601042,2026-01-01,FAC-001,HW-PC-10034,17,43,48,12
INV-601043,2026-02-01,FAC-001,HW-PC-10034,10,49,47,12
INV-601044,2026-03-01,FAC-001,HW-PC-10034,10,50,50,10
INV-601045,2023-04-01,FAC-001,HW-PC-10035,56,145,167,34
INV-601046,2023-05-01,FAC-001,HW-PC-10035,45,172,169,48
INV-601047,2023-06-01,FAC-001,HW-PC-10035,32,148,141,39
INV-601048,2023-07-01,FAC-001,HW-PC-10035,61,147,189,19
INV-601049,2023-08-01,FAC-001,HW-PC-10035,33,148,146,35
INV-601050,2023-09-01,FAC-001,HW-PC-10035,56,217,232,41
INV-601051,2023-10-01,FAC-001,HW-PC-10035,67,233,246,54
INV-601052,2023-11-01,FAC-001,HW-PC-10035,71,181,204,48
INV-601053,2023-12-01,FAC-001,HW-PC-10035,81,185,216,50
INV-601054,2024-01-01,FAC-001,HW-PC-10035,51,157,195,13
INV-601055,2024-02-01,FAC-001,HW-PC-10035,41,183,185,39
INV-601056,2024-03-01,FAC-001,HW-PC-10035,54,167,174,47
INV-601057,2024-04-01,FAC-001,HW-PC-10035,67,182,228,21
INV-601058,2024-05-01,FAC-001,HW-PC-10035,70,182,211,41
INV-601059,2024-06-01,FAC-001,HW-PC-10035,40,170,185,25
INV-601060,2024-07-01,FAC-001,HW-PC-10035,47,126,137,36
INV-601061,2024-08-01,FAC-001,HW-PC-10035,29,124,114,39
INV-601062,2024-09-01,FAC-001,HW-PC-10035,94,246,290,50
INV-601063,2024-10-01,FAC-001,HW-PC-10035,45,207,189,63
INV-601064,2024-11-01,FAC-001,HW-PC-10035,62,148,167,43
INV-601065,2024-12-01,FAC-001,HW-PC-10035,35,157,152,40
INV-601066,2025-01-01,FAC-001,HW-PC-10035,58,165,178,45
INV-601067,2025-02-01,FAC-001,HW-PC-10035,42,143,147,38
INV-601068,2025-03-01,FAC-001,HW-PC-10035,66,151,189,28
INV-601069,2025-04-01,FAC-001,HW-PC-10035,50,167,181,36
INV-601070,2025-05-01,FAC-001,HW-PC-10035,62,167,203,26
INV-601071,2025-06-01,FAC-001,HW-PC-10035,48,148,163,33
INV-601072,2025-07-01,FAC-001,HW-PC-10035,55,155,179,31
INV-601073,2025-08-01,FAC-001,HW-PC-10035,43,124,129,38
INV-601074,2025-09-01,FAC-001,HW-PC-10035,51,219,239,31
INV-601075,2025-10-01,FAC-001,HW-PC-10035,62,210,252,20
INV-601076,2025-11-01,FAC-001,HW-PC-10035,49,150,165,34
INV-601077,2025-12-01,FAC-001,HW-PC-10035,56,141,150,47
INV-601078,2026-01-01,FAC-001,HW-PC-10035,55,163,190,28
INV-601079,2026-02-01,FAC-001,HW-PC-10035,45,174,164,55
INV-601080,2026-03-01,FAC-001,HW-PC-10035,58,176,214,20
INV-601081,2023-04-01,FAC-001,HW-PC-10036,58,181,195,44
INV-601082,2023-05-01,FAC-001,HW-PC-10036,55,179,184,50
INV-601083,2023-06-01,FAC-001,HW-PC-10036,76,182,217,41
INV-601084,2023-07-01,FAC-001,HW-PC-10036,36,122,143,15
INV-601085,2023-08-01,FAC-001,HW-PC-10036,39,157,149,47
INV-601086,2023-09-01,FAC-001,HW-PC-10036,76,257,285,48
INV-601087,2023-10-01,FAC-001,HW-PC-10036,56,263,280,39
INV-601088,2023-11-01,FAC-001,HW-PC-10036,42,143,168,17
INV-601089,2023-12-01,FAC-001,HW-PC-10036,72,161,200,33
INV-601090,2024-01-01,FAC-001,HW-PC-10036,39,156,159,36
INV-601091,2024-02-01,FAC-001,HW-PC-10036,34,158,158,34
INV-601092,2024-03-01,FAC-001,HW-PC-10036,62,163,198,27
INV-601093,2024-04-01,FAC-001,HW-PC-10036,35,175,166,44
INV-601094,2024-05-01,FAC-001,HW-PC-10036,55,173,171,57
INV-601095,2024-06-01,FAC-001,HW-PC-10036,70,180,214,36
INV-601096,2024-07-01,FAC-001,HW-PC-10036,47,122,146,23
INV-601097,2024-08-01,FAC-001,HW-PC-10036,58,152,191,19
INV-601098,2024-09-01,FAC-001,HW-PC-10036,54,232,252,34
INV-601099,2024-10-01,FAC-001,HW-PC-10036,92,239,259,72
INV-601100,2024-11-01,FAC-001,HW-PC-10036,62,149,189,22
INV-601101,2024-12-01,FAC-001,HW-PC-10036,72,185,223,34
INV-601102,2025-01-01,FAC-001,HW-PC-10036,72,172,211,33
INV-601103,2025-02-01,FAC-001,HW-PC-10036,40,171,178,33
INV-601104,2025-03-01,FAC-001,HW-PC-10036,46,175,174,47
INV-601105,2025-04-01,FAC-001,HW-PC-10036,40,155,154,41
INV-601106,2025-05-01,FAC-001,HW-PC-10036,68,161,194,35
INV-601107,2025-06-01,FAC-001,HW-PC-10036,32,149,160,21
INV-601108,2025-07-01,FAC-001,HW-PC-10036,54,135,166,23
INV-601109,2025-08-01,FAC-001,HW-PC-10036,40,152,170,22
INV-601110,2025-09-01,FAC-001,HW-PC-10036,93,214,269,38
INV-601111,2025-10-01,FAC-001,HW-PC-10036,58,218,217,59
INV-601112,2025-11-01,FAC-001,HW-PC-10036,44,174,189,29
INV-601113,2025-12-01,FAC-001,HW-PC-10036,55,153,189,19
INV-601114,2026-01-01,FAC-001,HW-PC-10036,69,178,194,53
INV-601115,2026-02-01,FAC-001,HW-PC-10036,53,144,162,35
INV-601116,2026-03-01,FAC-001,HW-PC-10036,33,161,155,39
INV-601117,2023-04-01,FAC-001,HW-PC-10037,47,183,198,32
INV-601118,2023-05-01,FAC-001,HW-PC-10037,52,142,158,36
INV-601119,2023-06-01,FAC-001,HW-PC-10037,77,184,212,49
INV-601120,2023-07-01,FAC-001,HW-PC-10037,70,157,207,20
INV-601121,2023-08-01,FAC-001,HW-PC-10037,40,154,167,27
INV-601122,2023-09-01,FAC-001,HW-PC-10037,44,201,232,13
INV-601123,2023-10-01,FAC-001,HW-PC-10037,84,218,275,27
INV-601124,2023-11-01,FAC-001,HW-PC-10037,81,182,209,54
INV-601125,2023-12-01,FAC-001,HW-PC-10037,42,142,142,42
INV-601126,2024-01-01,FAC-001,HW-PC-10037,40,141,164,17
INV-601127,2024-02-01,FAC-001,HW-PC-10037,46,168,188,26
INV-601128,2024-03-01,FAC-001,HW-PC-10037,30,151,163,18
INV-601129,2024-04-01,FAC-001,HW-PC-10037,66,171,179,58
INV-601130,2024-05-01,FAC-001,HW-PC-10037,64,181,211,34
INV-601131,2024-06-01,FAC-001,HW-PC-10037,71,171,209,33
INV-601132,2024-07-01,FAC-001,HW-PC-10037,64,143,186,21
INV-601133,2024-08-01,FAC-001,HW-PC-10037,51,137,155,33
INV-601134,2024-09-01,FAC-001,HW-PC-10037,74,212,267,19
INV-601135,2024-10-01,FAC-001,HW-PC-10037,74,260,285,49
INV-601136,2024-11-01,FAC-001,HW-PC-10037,67,150,205,12
INV-601137,2024-12-01,FAC-001,HW-PC-10037,68,172,214,26
INV-601138,2025-01-01,FAC-001,HW-PC-10037,36,169,172,33
INV-601139,2025-02-01,FAC-001,HW-PC-10037,63,173,194,42
INV-601140,2025-03-01,FAC-001,HW-PC-10037,44,186,195,35
INV-601141,2025-04-01,FAC-001,HW-PC-10037,65,174,210,29
INV-601142,2025-05-01,FAC-001,HW-PC-10037,36,153,165,24
INV-601143,2025-06-01,FAC-001,HW-PC-10037,41,169,187,23
INV-601144,2025-07-01,FAC-001,HW-PC-10037,50,138,172,16
INV-601145,2025-08-01,FAC-001,HW-PC-10037,25,126,136,15
INV-601146,2025-09-01,FAC-001,HW-PC-10037,89,238,300,27
INV-601147,2025-10-01,FAC-001,HW-PC-10037,110,251,309,52
INV-601148,2025-11-01,FAC-001,HW-PC-10037,49,164,166,47
INV-601149,2025-12-01,FAC-001,HW-PC-10037,45,168,198,15
INV-601150,2026-01-01,FAC-001,HW-PC-10037,58,169,186,41
INV-601151,2026-02-01,FAC-001,HW-PC-10037,29,142,142,29
INV-601152,2026-03-01,FAC-001,HW-PC-10037,50,144,179,15
INV-601153,2023-04-01,FAC-001,HW-PC-10038,43,172,198,17
INV-601154,2023-05-01,FAC-001,HW-PC-10038,45,184,205,24
INV-601155,2023-06-01,FAC-001,HW-PC-10038,61,154,204,11
INV-601156,2023-07-01,FAC-001,HW-PC-10038,50,120,148,22
INV-601157,2023-08-01,FAC-001,HW-PC-10038,50,160,193,17
INV-601158,2023-09-01,FAC-001,HW-PC-10038,56,200,195,61
INV-601159,2023-10-01,FAC-001,HW-PC-10038,106,263,339,30
INV-601160,2023-11-01,FAC-001,HW-PC-10038,41,186,187,40
INV-601161,2023-12-01,FAC-001,HW-PC-10038,36,143,142,37
INV-601162,2024-01-01,FAC-001,HW-PC-10038,43,163,158,48
INV-601163,2024-02-01,FAC-001,HW-PC-10038,35,148,172,11
INV-601164,2024-03-01,FAC-001,HW-PC-10038,78,177,213,42
INV-601165,2024-04-01,FAC-001,HW-PC-10038,61,154,175,40
INV-601166,2024-05-01,FAC-001,HW-PC-10038,40,155,151,44
INV-601167,2024-06-01,FAC-001,HW-PC-10038,43,152,172,23
INV-601168,2024-07-01,FAC-001,HW-PC-10038,30,121,137,14
INV-601169,2024-08-01,FAC-001,HW-PC-10038,35,125,147,13
INV-601170,2024-09-01,FAC-001,HW-PC-10038,45,207,213,39
INV-601171,2024-10-01,FAC-001,HW-PC-10038,73,217,264,26
INV-601172,2024-11-01,FAC-001,HW-PC-10038,50,147,167,30
INV-601173,2024-12-01,FAC-001,HW-PC-10038,52,147,160,39
INV-601174,2025-01-01,FAC-001,HW-PC-10038,36,164,168,32
INV-601175,2025-02-01,FAC-001,HW-PC-10038,62,155,165,52
INV-601176,2025-03-01,FAC-001,HW-PC-10038,50,160,187,23
INV-601177,2025-04-01,FAC-001,HW-PC-10038,61,168,207,22
INV-601178,2025-05-01,FAC-001,HW-PC-10038,50,182,198,34
INV-601179,2025-06-01,FAC-001,HW-PC-10038,80,181,242,19
INV-601180,2025-07-01,FAC-001,HW-PC-10038,33,134,141,26
INV-601181,2025-08-01,FAC-001,HW-PC-10038,48,150,167,31
INV-601182,2025-09-01,FAC-001,HW-PC-10038,73,254,301,26
INV-601183,2025-10-01,FAC-001,HW-PC-10038,63,224,241,46
INV-601184,2025-11-01,FAC-001,HW-PC-10038,40,177,171,46
INV-601185,2025-12-01,FAC-001,HW-PC-10038,45,187,200,32
INV-601186,2026-01-01,FAC-001,HW-PC-10038,54,168,195,27
INV-601187,2026-02-01,FAC-001,HW-PC-10038,51,151,166,36
INV-601188,2026-03-01,FAC-001,HW-PC-10038,40,173,184,29
INV-601189,2023-04-01,FAC-001,HW-PC-10039,39,154,151,42
INV-601190,2023-05-01,FAC-001,HW-PC-10039,49,181,215,15
INV-601191,2023-06-01,FAC-001,HW-PC-10039,64,188,196,56
INV-601192,2023-07-01,FAC-001,HW-PC-10039,53,134,153,34
INV-601193,2023-08-01,FAC-001,HW-PC-10039,41,122,149,14
INV-601194,2023-09-01,FAC-001,HW-PC-10039,61,251,275,37
INV-601195,2023-10-01,FAC-001,HW-PC-10039,53,211,244,20
INV-601196,2023-11-01,FAC-001,HW-PC-10039,40,152,144,48
INV-601197,2023-12-01,FAC-001,HW-PC-10039,72,183,223,32
INV-601198,2024-01-01,FAC-001,HW-PC-10039,42,177,184,35
INV-601199,2024-02-01,FAC-001,HW-PC-10039,35,157,162,30
INV-601200,2024-03-01,FAC-001,HW-PC-10039,38,185,180,43
INV-601201,2024-04-01,FAC-001,HW-PC-10039,38,150,175,13
INV-601202,2024-05-01,FAC-001,HW-PC-10039,51,163,193,21
INV-601203,2024-06-01,FAC-001,HW-PC-10039,47,147,162,32
INV-601204,2024-07-01,FAC-001,HW-PC-10039,64,144,188,20
INV-601205,2024-08-01,FAC-001,HW-PC-10039,54,135,148,41
INV-601206,2024-09-01,FAC-001,HW-PC-10039,49,198,202,45
INV-601207,2024-10-01,FAC-001,HW-PC-10039,81,231,290,22
INV-601208,2024-11-01,FAC-001,HW-PC-10039,53,165,165,53
INV-601209,2024-12-01,FAC-001,HW-PC-10039,47,141,157,31
INV-601210,2025-01-01,FAC-001,HW-PC-10039,43,181,169,55
INV-601211,2025-02-01,FAC-001,HW-PC-10039,42,162,155,49
INV-601212,2025-03-01,FAC-001,HW-PC-10039,40,176,188,28
INV-601213,2025-04-01,FAC-001,HW-PC-10039,37,154,157,34
INV-601214,2025-05-01,FAC-001,HW-PC-10039,53,179,208,24
INV-601215,2025-06-01,FAC-001,HW-PC-10039,57,146,161,42
INV-601216,2025-07-01,FAC-001,HW-PC-10039,50,147,184,13
INV-601217,2025-08-01,FAC-001,HW-PC-10039,29,135,123,41
INV-601218,2025-09-01,FAC-001,HW-PC-10039,83,253,304,32
INV-601219,2025-10-01,FAC-001,HW-PC-10039,60,212,205,67
INV-601220,2025-11-01,FAC-001,HW-PC-10039,68,187,238,17
INV-601221,2025-12-01,FAC-001,HW-PC-10039,53,153,182,24
INV-601222,2026-01-01,FAC-001,HW-PC-10039,63,155,204,14
INV-601223,2026-02-01,FAC-001,HW-PC-10039,70,184,204,50
INV-601224,2026-03-01,FAC-001,HW-PC-10039,67,154,166,55
INV-601225,2023-04-01,FAC-001,HW-PC-10044,14,67,67,14
INV-601226,2023-05-01,FAC-001,HW-PC-10044,18,65,76,7
INV-601227,2023-06-01,FAC-001,HW-PC-10044,19,80,81,18
INV-601228,2023-07-01,FAC-001,HW-PC-10044,14,68,63,19
INV-601229,2023-08-01,FAC-001,HW-PC-10044,18,54,56,16
INV-601230,2023-09-01,FAC-001,HW-PC-10044,35,113,125,23
INV-601231,2023-10-01,FAC-001,HW-PC-10044,28,91,105,14
INV-601232,2023-11-01,FAC-001,HW-PC-10044,29,76,90,15
INV-601233,2023-12-01,FAC-001,HW-PC-10044,31,79,99,11
INV-601234,2024-01-01,FAC-001,HW-PC-10044,12,61,57,16
INV-601235,2024-02-01,FAC-001,HW-PC-10044,22,74,79,17
INV-601236,2024-03-01,FAC-001,HW-PC-10044,33,79,104,8
INV-601237,2024-04-01,FAC-001,HW-PC-10044,24,67,73,18
INV-601238,2024-05-01,FAC-001,HW-PC-10044,15,64,64,15
INV-601239,2024-06-01,FAC-001,HW-PC-10044,28,69,75,22
INV-601240,2024-07-01,FAC-001,HW-PC-10044,21,64,68,17
INV-601241,2024-08-01,FAC-001,HW-PC-10044,16,60,66,10
INV-601242,2024-09-01,FAC-001,HW-PC-10044,23,97,92,28
INV-601243,2024-10-01,FAC-001,HW-PC-10044,42,100,116,26
INV-601244,2024-11-01,FAC-001,HW-PC-10044,27,75,95,7
INV-601245,2024-12-01,FAC-001,HW-PC-10044,26,77,90,13
INV-601246,2025-01-01,FAC-001,HW-PC-10044,23,79,83,19
INV-601247,2025-02-01,FAC-001,HW-PC-10044,24,60,76,8
INV-601248,2025-03-01,FAC-001,HW-PC-10044,21,62,69,14
INV-601249,2025-04-01,FAC-001,HW-PC-10044,27,62,70,19
INV-601250,2025-05-01,FAC-001,HW-PC-10044,21,61,73,9
INV-601251,2025-06-01,FAC-001,HW-PC-10044,22,61,71,12
INV-601252,2025-07-01,FAC-001,HW-PC-10044,12,53,56,9
INV-601253,2025-08-01,FAC-001,HW-PC-10044,24,56,73,7
INV-601254,2025-09-01,FAC-001,HW-PC-10044,29,113,134,8
INV-601255,2025-10-01,FAC-001,HW-PC-10044,27,97,94,30
INV-601256,2025-11-01,FAC-001,HW-PC-10044,22,61,69,14
INV-601257,2025-12-01,FAC-001,HW-PC-10044,22,65,69,18
INV-601258,2026-01-01,FAC-001,HW-PC-10044,20,72,84,8
INV-601259,2026-02-01,FAC-001,HW-PC-10044,24,77,82,19
INV-601260,2026-03-01,FAC-001,HW-PC-10044,27,68,77,18
INV-601261,2023-04-01,FAC-001,HW-PC-10045,19,62,68,13
INV-601262,2023-05-01,FAC-001,HW-PC-10045,19,78,80,17
INV-601263,2023-06-01,FAC-001,HW-PC-10045,31,77,89,19
INV-601264,2023-07-01,FAC-001,HW-PC-10045,16,59,70,5
INV-601265,2023-08-01,FAC-001,HW-PC-10045,22,53,66,9
INV-601266,2023-09-01,FAC-001,HW-PC-10045,20,100,101,19
INV-601267,2023-10-01,FAC-001,HW-PC-10045,23,96,104,15
INV-601268,2023-11-01,FAC-001,HW-PC-10045,27,81,96,12
INV-601269,2023-12-01,FAC-001,HW-PC-10045,18,61,61,18
INV-601270,2024-01-01,FAC-001,HW-PC-10045,31,73,91,13
INV-601271,2024-02-01,FAC-001,HW-PC-10045,17,61,67,11
INV-601272,2024-03-01,FAC-001,HW-PC-10045,27,68,86,9
INV-601273,2024-04-01,FAC-001,HW-PC-10045,21,73,75,19
INV-601274,2024-05-01,FAC-001,HW-PC-10045,17,62,65,14
INV-601275,2024-06-01,FAC-001,HW-PC-10045,26,74,76,24
INV-601276,2024-07-01,FAC-001,HW-PC-10045,14,58,56,16
INV-601277,2024-08-01,FAC-001,HW-PC-10045,13,66,65,14
INV-601278,2024-09-01,FAC-001,HW-PC-10045,37,89,108,18
INV-601279,2024-10-01,FAC-001,HW-PC-10045,29,91,107,13
INV-601280,2024-11-01,FAC-001,HW-PC-10045,20,80,92,8
INV-601281,2024-12-01,FAC-001,HW-PC-10045,34,80,99,15
INV-601282,2025-01-01,FAC-001,HW-PC-10045,21,73,84,10
INV-601283,2025-02-01,FAC-001,HW-PC-10045,26,71,81,16
INV-601284,2025-03-01,FAC-001,HW-PC-10045,30,75,81,24
INV-601285,2025-04-01,FAC-001,HW-PC-10045,26,78,95,9
INV-601286,2025-05-01,FAC-001,HW-PC-10045,20,69,83,6
INV-601287,2025-06-01,FAC-001,HW-PC-10045,26,65,77,14
INV-601288,2025-07-01,FAC-001,HW-PC-10045,16,60,65,11
INV-601289,2025-08-01,FAC-001,HW-PC-10045,11,57,54,14
INV-601290,2025-09-01,FAC-001,HW-PC-10045,37,84,114,7
INV-601291,2025-10-01,FAC-001,HW-PC-10045,36,96,108,24
INV-601292,2025-11-01,FAC-001,HW-PC-10045,29,74,96,7
INV-601293,2025-12-01,FAC-001,HW-PC-10045,26,68,75,19
INV-601294,2026-01-01,FAC-001,HW-PC-10045,16,81,84,13
INV-601295,2026-02-01,FAC-001,HW-PC-10045,27,74,78,23
INV-601296,2026-03-01,FAC-001,HW-PC-10045,19,80,86,13
INV-601297,2023-04-01,FAC-001,HW-PC-10046,22,66,73,15
INV-601298,2023-05-01,FAC-001,HW-PC-10046,15,63,65,13
INV-601299,2023-06-01,FAC-001,HW-PC-10046,32,76,82,26
INV-601300,2023-07-01,FAC-001,HW-PC-10046,13,58,53,18
INV-601301,2023-08-01,FAC-001,HW-PC-10046,22,63,66,19
INV-601302,2023-09-01,FAC-001,HW-PC-10046,18,91,99,10
INV-601303,2023-10-01,FAC-001,HW-PC-10046,26,113,110,29
INV-601304,2023-11-01,FAC-001,HW-PC-10046,33,78,92,19
INV-601305,2023-12-01,FAC-001,HW-PC-10046,12,61,63,10
INV-601306,2024-01-01,FAC-001,HW-PC-10046,14,68,71,11
INV-601307,2024-02-01,FAC-001,HW-PC-10046,23,60,67,16
INV-601308,2024-03-01,FAC-001,HW-PC-10046,21,61,68,14
