dealer_id,dealer_name,city_id,city_name,state_code,state_name,region,tier,channel,is_urban,monthly_capacity_units,years_active,onboarded_date,latitude,longitude,credit_limit_inr,is_active
DLR-100405,Bhavnagar B930 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,B,Retail Store,False,620,8,2018-04-01,21.8011,72.1547,764639,True
DLR-100406,Vadodara C929 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,C,Retail Store,True,587,4,2022-03-28,22.2992,73.1997,1157117,True
DLR-100407,Surat B338 Distributors,CITY-1039,Surat,GJ,Gujarat,West,B,Retail Store,True,966,7,2018-06-03,21.143,72.8211,1689171,True
DLR-100408,Ahmedabad C935 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,199,2,2024-04-21,22.9856,72.5938,223829,True
DLR-100409,Ahmedabad C540 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,255,7,2019-02-19,23.0677,72.5994,359167,True
DLR-100410,Surat C884 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Retail Store,True,437,2,2023-10-22,21.1611,72.8227,612172,True
DLR-100411,Surat A509 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,2426,18,2008-02-02,21.2023,72.8356,3465105,True
DLR-100412,Rajkot B891 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,947,4,2022-03-11,22.271,70.8265,1339026,True
DLR-100413,Rajkot B980 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,1417,14,2011-06-03,22.3347,70.7824,2738655,True
DLR-100414,Ahmedabad A397 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,3577,27,1998-11-18,22.9843,72.5218,3863157,True
DLR-100415,Surat C462 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Multi-Brand Outlet,True,191,5,2020-08-24,21.1331,72.8406,178800,True
DLR-100416,Ahmedabad A837 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,3559,15,2011-02-16,23.0165,72.5214,6443280,True
DLR-100417,Ahmedabad C712 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Multi-Brand Outlet,True,584,4,2021-11-19,23.0506,72.5598,871478,True
DLR-100418,Bhavnagar C249 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,C,Multi-Brand Outlet,False,543,5,2020-12-02,21.7227,72.18,527762,True
DLR-100419,Ahmedabad B247 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,B,Multi-Brand Outlet,True,805,16,2009-05-09,23.0305,72.5508,1557763,True
DLR-100420,Surat A842 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,1622,23,2002-10-27,21.2124,72.8126,1329216,True
DLR-100421,Ahmedabad B780 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,B,Retail Store,True,1198,17,2008-06-17,23.0043,72.5335,1620658,True
DLR-100422,Jamnagar B964 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,B,Retail Store,False,1394,7,2018-05-20,22.4929,70.088,1138006,True
DLR-100423,Vadodara C390 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,C,Online Marketplace,True,259,6,2019-10-20,22.314,73.2151,486543,True
DLR-100424,Ahmedabad C823 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,244,6,2019-06-07,23.0089,72.544,235610,True
DLR-100425,Vadodara C292 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,C,Retail Store,True,203,8,2018-03-05,22.3474,73.2296,240358,True
DLR-100426,Rajkot B230 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,1305,16,2009-05-25,22.3182,70.7815,2200500,True
DLR-100427,Gandhinagar A201 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,A,Retail Store,False,3759,20,2005-07-29,23.2453,72.6873,3424450,True
DLR-100428,Ahmedabad C299 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,590,6,2020-03-06,23.0192,72.5997,1154143,True
DLR-100429,Jamnagar B879 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,B,Retail Store,False,898,16,2009-12-14,22.4286,70.0157,1229359,True
DLR-100430,Jamnagar A983 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,A,Retail Store,False,2565,18,2007-07-11,22.4723,70.0372,2999318,True
DLR-100431,Jamnagar C416 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,C,Retail Store,False,381,8,2018-03-07,22.493,70.0465,760429,True
DLR-100432,Vadodara C368 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,C,Online Marketplace,True,289,3,2022-12-31,22.313,73.2032,497031,True
DLR-100433,Vadodara B447 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,1229,7,2019-02-12,22.3531,73.1976,2361739,True
DLR-100434,Surat A263 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,2246,22,2003-06-23,21.1578,72.7862,2244344,True
DLR-100435,Rajkot B457 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Institutional/B2B,True,1319,17,2009-01-27,22.3373,70.7952,1668177,True
DLR-100436,Vadodara B821 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,843,13,2012-06-13,22.3414,73.2241,874331,True
DLR-100437,Rajkot B287 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,1095,16,2009-06-28,22.2901,70.7838,1089736,True
DLR-100438,Surat B619 Distributors,CITY-1039,Surat,GJ,Gujarat,West,B,Retail Store,True,1329,7,2019-04-27,21.1242,72.8164,1614172,True
DLR-100439,Rajkot C862 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,C,Retail Store,True,272,9,2016-12-03,22.2672,70.8379,358856,True
DLR-100440,Bhavnagar A165 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,A,Retail Store,False,1803,21,2005-03-23,21.7602,72.1201,2805669,True
DLR-100441,Ahmedabad C848 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Institutional/B2B,True,330,7,2018-08-18,22.9824,72.6075,420077,True
DLR-100442,Bhavnagar C328 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,C,Multi-Brand Outlet,False,168,5,2021-01-22,21.8096,72.101,292842,True
DLR-100443,Vadodara B370 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,845,8,2017-05-31,22.3414,73.158,1294922,False
DLR-100444,Bhavnagar A463 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,A,Retail Store,False,1773,10,2015-12-15,21.8002,72.1383,1521296,True
DLR-100445,Surat C233 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Multi-Brand Outlet,True,359,4,2022-01-19,21.2,72.8355,488002,True
DLR-100446,Surat A730 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,3286,23,2002-05-16,21.1741,72.8405,4514972,False
DLR-100447,Jamnagar C989 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,C,Retail Store,False,364,5,2021-03-16,22.4483,70.0937,326190,True
DLR-100448,Ahmedabad A393 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,2862,17,2008-05-17,22.9944,72.5798,4047008,True
DLR-100449,Bhavnagar B954 Distributors,CITY-1042,Bhavnagar,GJ,Gujarat,West,B,Retail Store,False,721,7,2018-11-04,21.7606,72.1062,1027092,True
DLR-100450,Vadodara B507 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,933,16,2009-06-07,22.2698,73.1344,1334078,True
DLR-100451,Vadodara B564 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,807,17,2008-10-12,22.2897,73.1377,1416915,True
DLR-100452,Ahmedabad C629 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Online Marketplace,True,569,9,2016-07-23,23.069,72.5884,1088873,True
DLR-100453,Vadodara B210 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,914,15,2010-06-15,22.327,73.1942,1184922,True
DLR-100454,Surat C586 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Online Marketplace,True,217,9,2016-06-09,21.2168,72.835,275975,True
DLR-100455,Ahmedabad A930 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,2641,25,2000-05-29,23.0378,72.5747,4589949,True
DLR-100456,Ahmedabad C656 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Online Marketplace,True,588,3,2023-03-23,23.0025,72.5887,628918,True
DLR-100457,Ahmedabad B831 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,B,Multi-Brand Outlet,True,1486,9,2016-11-28,22.9717,72.5395,1937763,True
DLR-100458,Gandhinagar C226 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,C,Multi-Brand Outlet,False,528,4,2021-08-17,23.1881,72.6957,685862,True
DLR-100459,Gandhinagar B784 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,B,Retail Store,False,942,15,2010-06-24,23.1759,72.6633,903954,True
DLR-100460,Surat C163 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Retail Store,True,234,8,2018-02-02,21.2192,72.8008,392430,True
DLR-100461,Rajkot C958 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,C,Retail Store,True,226,2,2023-05-19,22.2744,70.8156,335461,True
DLR-100462,Surat C446 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Retail Store,True,317,3,2022-11-08,21.1673,72.7843,517960,True
DLR-100463,Rajkot C857 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,C,Retail Store,True,239,8,2018-01-06,22.2631,70.7941,311397,True
DLR-100464,Rajkot C174 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,C,Retail Store,True,174,2,2023-07-04,22.2996,70.7786,261312,True
DLR-100465,Gandhinagar A443 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,A,Retail Store,False,2878,8,2017-11-27,23.1731,72.6714,4103027,True
DLR-100466,Surat A822 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,3976,24,2001-12-27,21.1777,72.8691,6099087,True
DLR-100467,Rajkot B992 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,641,6,2019-05-27,22.2699,70.7747,969742,True
DLR-100468,Ahmedabad A373 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,3595,18,2008-03-22,23.0423,72.5973,4098088,True
DLR-100469,Gandhinagar C308 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,C,Retail Store,False,164,4,2021-10-18,23.2563,72.6309,135163,True
DLR-100470,Ahmedabad C871 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Multi-Brand Outlet,True,396,5,2020-07-25,23.0508,72.6086,790550,True
DLR-100471,Vadodara B710 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Retail Store,True,607,6,2019-10-19,22.2831,73.2197,1143508,False
DLR-100472,Rajkot B229 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,1252,15,2011-03-24,22.2739,70.8258,2023952,True
DLR-100473,Rajkot C834 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,C,Multi-Brand Outlet,True,469,7,2018-05-22,22.3435,70.7803,764463,True
DLR-100474,Ahmedabad B474 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,B,Retail Store,True,808,16,2009-12-21,23.0665,72.5628,1135520,True
DLR-100475,Gandhinagar B993 Distributors,CITY-1044,Gandhinagar,GJ,Gujarat,West,B,Retail Store,False,1485,7,2018-10-18,23.2336,72.6398,1541961,True
DLR-100476,Ahmedabad C618 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Online Marketplace,True,473,9,2017-03-24,23.0546,72.5383,392913,True
DLR-100477,Vadodara C372 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,C,Retail Store,True,381,3,2023-02-14,22.2682,73.19,443087,True
DLR-100478,Ahmedabad C538 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,183,4,2022-04-21,23.039,72.6145,256327,True
DLR-100479,Ahmedabad C701 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,264,2,2023-07-17,23.0502,72.6061,237892,True
DLR-100480,Vadodara B720 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,B,Multi-Brand Outlet,True,1426,11,2014-11-01,22.3546,73.1613,2347265,True
DLR-100481,Surat C563 Distributors,CITY-1039,Surat,GJ,Gujarat,West,C,Online Marketplace,True,345,3,2022-08-24,21.1507,72.866,627526,True
DLR-100482,Ahmedabad A308 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,A,Retail Store,True,2342,17,2008-11-03,23.0102,72.5778,3168908,True
DLR-100483,Ahmedabad C194 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Online Marketplace,True,521,3,2023-01-01,23.0169,72.5906,966525,True
DLR-100484,Surat A661 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Retail Store,True,2573,29,1996-10-09,21.1526,72.7871,4007836,True
DLR-100485,Rajkot B355 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,1158,16,2009-05-04,22.2632,70.8478,941289,True
DLR-100486,Jamnagar C803 Distributors,CITY-1043,Jamnagar,GJ,Gujarat,West,C,Multi-Brand Outlet,False,595,9,2016-05-14,22.4721,70.0541,838539,True
DLR-100487,Ahmedabad C439 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,459,2,2023-09-30,23.0151,72.6069,599743,True
DLR-100488,Surat A581 Distributors,CITY-1039,Surat,GJ,Gujarat,West,A,Online Marketplace,True,3853,24,2001-08-02,21.1477,72.7846,6533283,True
DLR-100489,Ahmedabad C525 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,218,4,2022-04-11,23.0076,72.5771,231856,False
DLR-100490,Ahmedabad C708 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Retail Store,True,469,6,2019-07-24,23.0522,72.5953,782683,True
DLR-100491,Rajkot B260 Distributors,CITY-1041,Rajkot,GJ,Gujarat,West,B,Retail Store,True,815,7,2018-08-11,22.2742,70.7573,1354906,True
DLR-100492,Vadodara A112 Distributors,CITY-1040,Vadodara,GJ,Gujarat,West,A,Retail Store,True,3865,23,2002-07-16,22.2654,73.149,3468439,True
DLR-100493,Ahmedabad C598 Distributors,CITY-1038,Ahmedabad,GJ,Gujarat,West,C,Multi-Brand Outlet,True,320,7,2018-10-21,23.0209,72.6061,268181,True
DLR-100494,Jaipur C100 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,220,3,2022-06-17,26.9225,75.8208,324332,True
DLR-100495,Kota C308 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,C,Retail Store,False,159,7,2019-01-28,25.2196,75.8914,208480,True
DLR-100496,Jaipur C820 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Multi-Brand Outlet,True,456,8,2017-10-02,26.9296,75.7763,470497,True
DLR-100497,Jodhpur B889 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,1238,7,2019-01-04,26.2784,73.0043,1097774,True
DLR-100498,Jaipur C523 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,174,5,2020-11-02,26.8841,75.7787,182433,True
DLR-100499,Kota B436 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,B,Retail Store,False,1424,5,2020-05-10,25.2084,75.8223,1329710,True
DLR-100500,Ajmer C373 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,C,Retail Store,False,591,5,2020-11-29,26.4444,74.6182,989714,True
DLR-100501,Jodhpur C503 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,C,Online Marketplace,True,166,9,2017-04-14,26.266,73.0039,248959,True
DLR-100502,Ajmer A253 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,A,Retail Store,False,1654,22,2003-08-28,26.4744,74.6819,1842723,True
DLR-100503,Jaipur C795 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,280,2,2023-07-03,26.9154,75.7699,338861,True
DLR-100504,Jodhpur C967 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,C,Retail Store,True,504,8,2017-06-24,26.2691,73.0301,890122,True
DLR-100505,Ajmer B586 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,B,Retail Store,False,1160,12,2013-08-06,26.4063,74.6287,1424919,True
DLR-100506,Jaipur A400 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Retail Store,True,2857,18,2007-11-28,26.8804,75.7692,3590044,True
DLR-100507,Bikaner C880 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,C,Retail Store,False,559,2,2024-01-09,28.0175,73.3498,861949,True
DLR-100508,Jaipur C436 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,298,4,2022-02-20,26.8622,75.7758,538462,True
DLR-100509,Jaipur A883 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Institutional/B2B,True,3222,21,2004-10-30,26.9331,75.817,3773913,True
DLR-100510,Ajmer C472 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,C,Retail Store,False,341,4,2021-07-23,26.4108,74.6742,433875,True
DLR-100511,Jaipur C168 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,411,4,2021-11-23,26.9451,75.7484,418472,True
DLR-100512,Bikaner A253 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,A,Retail Store,False,2034,28,1997-07-14,27.9819,73.2741,1728486,True
DLR-100513,Bikaner C905 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,C,Retail Store,False,477,8,2018-03-24,28.0006,73.2865,683591,True
DLR-100514,Jaipur A970 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Retail Store,True,2133,24,2001-12-08,26.9392,75.8212,3243652,True
DLR-100515,Jodhpur B429 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,813,12,2013-12-18,26.2483,72.9824,1227679,True
DLR-100516,Jaipur C408 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,596,9,2016-12-09,26.909,75.7929,997474,True
DLR-100517,Jodhpur B953 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,1403,16,2009-05-03,26.2336,73.0358,2062137,True
DLR-100518,Jaipur C800 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Multi-Brand Outlet,True,365,7,2018-12-14,26.8888,75.8125,499948,True
DLR-100519,Jaipur C219 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,527,6,2019-12-04,26.9224,75.7463,1036584,True
DLR-100520,Jaipur C451 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,531,7,2018-07-13,26.9029,75.7475,963659,True
DLR-100521,Jodhpur B156 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Multi-Brand Outlet,True,779,13,2013-03-28,26.2881,73.0166,672505,True
DLR-100522,Bikaner A325 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,A,Retail Store,False,1954,15,2010-07-15,28.0544,73.2862,3009267,True
DLR-100523,Kota B442 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,B,Retail Store,False,1001,17,2008-08-19,25.1916,75.8207,1721635,True
DLR-100524,Udaipur C840 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,C,Retail Store,True,313,1,2025-04-13,24.6101,73.6885,359340,True
DLR-100525,Jodhpur B156 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,1319,4,2021-12-08,26.2825,72.9756,1921505,True
DLR-100526,Kota A997 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,A,Retail Store,False,2862,10,2016-01-29,25.2115,75.8202,2344647,True
DLR-100527,Jaipur B353 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,857,8,2017-07-20,26.9451,75.7746,1473711,True
DLR-100528,Udaipur C859 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,C,Multi-Brand Outlet,True,154,4,2021-05-29,24.5672,73.6916,291151,True
DLR-100529,Bikaner C520 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,C,Retail Store,False,404,4,2021-05-21,28.0073,73.2809,805823,True
DLR-100530,Jaipur B715 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Institutional/B2B,True,818,10,2015-11-29,26.9552,75.7742,1209412,False
DLR-100531,Udaipur A855 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,A,Retail Store,True,3125,12,2013-08-16,24.6285,73.6687,3954897,True
DLR-100532,Kota A174 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,A,Multi-Brand Outlet,False,2377,9,2016-05-30,25.2045,75.8588,4577667,True
DLR-100533,Ajmer B754 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,B,Retail Store,False,1167,12,2013-10-11,26.4924,74.6898,1967859,True
DLR-100534,Udaipur B314 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,906,13,2013-04-25,24.6319,73.6647,1134893,True
DLR-100535,Jaipur B325 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,1172,8,2017-12-03,26.9341,75.7943,2001108,True
DLR-100536,Jaipur C965 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,578,2,2023-10-02,26.8892,75.8324,791380,True
DLR-100537,Jaipur B189 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,967,14,2011-05-18,26.9466,75.7977,1467296,True
DLR-100538,Udaipur B346 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,1032,14,2011-06-10,24.5905,73.6607,1813093,True
DLR-100539,Jaipur C179 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,197,3,2022-07-02,26.9102,75.831,284347,True
DLR-100540,Ajmer B602 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,B,Multi-Brand Outlet,False,1063,17,2008-10-17,26.4697,74.5983,1394900,True
DLR-100541,Jaipur A502 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Multi-Brand Outlet,True,1706,23,2002-11-18,26.9002,75.7903,1988997,True
DLR-100542,Jaipur A216 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Retail Store,True,2367,27,1998-06-29,26.9573,75.7601,2838684,True
DLR-100543,Jodhpur B457 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,1377,13,2012-07-06,26.2079,73.0591,1683054,True
DLR-100544,Udaipur C244 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,C,Retail Store,True,342,1,2024-09-07,24.6036,73.7366,591448,True
DLR-100545,Jaipur B752 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,1044,11,2014-11-14,26.9057,75.769,1789695,True
DLR-100546,Jodhpur B318 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Multi-Brand Outlet,True,1403,13,2013-01-11,26.2289,73.0587,2157931,True
DLR-100547,Jodhpur C809 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,C,Retail Store,True,521,4,2021-10-27,26.279,72.9963,1012080,True
DLR-100548,Jaipur C336 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,C,Retail Store,True,386,3,2022-07-24,26.8992,75.7848,545245,True
DLR-100549,Jaipur B596 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,708,5,2020-10-25,26.9567,75.8345,1339192,False
DLR-100550,Kota C116 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,C,Retail Store,False,360,8,2017-12-31,25.1761,75.9061,298385,True
DLR-100551,Jodhpur C180 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,C,Retail Store,True,168,1,2024-06-05,26.2895,72.9988,312335,True
DLR-100552,Jaipur A936 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,A,Retail Store,True,1703,11,2014-09-25,26.8659,75.7672,2415195,True
DLR-100553,Kota C351 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,C,Retail Store,False,166,8,2017-10-07,25.177,75.8485,180537,True
DLR-100554,Bikaner B532 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,B,Retail Store,False,1018,9,2016-07-19,28.0042,73.341,1731331,True
DLR-100555,Udaipur A629 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,A,Retail Store,True,2619,14,2011-05-23,24.5846,73.7567,4151680,True
DLR-100556,Jodhpur B610 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,1183,9,2016-08-17,26.256,73.0089,1771493,True
DLR-100557,Ajmer A567 Distributors,CITY-1049,Ajmer,RJ,Rajasthan,West,A,Multi-Brand Outlet,False,2702,10,2016-02-06,26.4248,74.6248,3208861,True
DLR-100558,Bikaner A234 Distributors,CITY-1050,Bikaner,RJ,Rajasthan,West,A,Retail Store,False,2673,23,2002-11-17,27.9806,73.3422,3150825,True
DLR-100559,Udaipur B562 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,777,13,2012-05-06,24.6164,73.7114,1159170,True
DLR-100560,Jodhpur B597 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,B,Retail Store,True,917,12,2013-08-20,26.2281,73.0196,1389595,True
DLR-100561,Udaipur B313 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,1155,17,2008-06-08,24.6244,73.706,1862522,True
DLR-100562,Udaipur A699 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,A,Retail Store,True,2187,24,2002-04-25,24.5654,73.7478,2376180,True
DLR-100563,Jaipur B582 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Multi-Brand Outlet,True,1330,16,2009-10-01,26.8739,75.8266,2341019,True
DLR-100564,Jodhpur A945 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,A,Multi-Brand Outlet,True,1809,10,2016-03-03,26.2406,73.0478,1474544,True
DLR-100565,Kota A919 Distributors,CITY-1048,Kota,RJ,Rajasthan,West,A,Retail Store,False,2764,10,2015-05-27,25.2302,75.811,2795038,True
DLR-100566,Udaipur B183 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,706,10,2015-06-10,24.5694,73.7046,1286436,True
DLR-100567,Jodhpur A435 Distributors,CITY-1046,Jodhpur,RJ,Rajasthan,West,A,Retail Store,True,1992,19,2007-04-18,26.2815,72.9856,2954449,False
DLR-100568,Udaipur B678 Distributors,CITY-1047,Udaipur,RJ,Rajasthan,West,B,Retail Store,True,1329,14,2011-06-07,24.5574,73.7147,1144798,True
DLR-100569,Jaipur B563 Distributors,CITY-1045,Jaipur,RJ,Rajasthan,West,B,Retail Store,True,665,9,2016-07-05,26.8725,75.8052,902260,True
