request_id,request_date,centre_id,product_id,issue_type,severity,status,resolution_days,is_under_warranty,cost_inr
SVC-REQ-714799,2024-05-04,SVC-50067,HW-PC-10025,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714800,2026-02-25,SVC-50023,HW-PC-10045,Lid Stuck,Critical,Resolved,5.0,True,0
SVC-REQ-714801,2024-09-06,SVC-50042,HW-PC-10060,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714802,2025-05-25,SVC-50024,HW-PC-10068,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714803,2024-08-29,SVC-50063,HW-PC-10018,Handle Damage,Routine,Pending,,True,0
SVC-REQ-714804,2024-05-11,SVC-50107,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714805,2025-08-12,SVC-50008,HW-PC-10034,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714806,2025-10-12,SVC-50136,HW-PC-10008,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714807,2023-06-12,SVC-50017,HW-PC-10061,Handle Damage,Routine,Resolved,3.0,False,250
SVC-REQ-714808,2024-01-21,SVC-50033,HW-PC-10060,Gasket Replacement,Routine,Resolved,4.0,False,800
SVC-REQ-714809,2024-10-04,SVC-50128,HW-PC-10016,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-714810,2024-03-11,SVC-50010,HW-PC-10002,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714811,2025-07-28,SVC-50112,HW-PC-10034,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714812,2023-07-26,SVC-50139,HW-PC-10068,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714813,2025-08-14,SVC-50051,HW-PC-10003,Lid Stuck,Critical,Resolved,9.0,True,0
SVC-REQ-714814,2025-01-27,SVC-50114,HW-PC-10041,Handle Damage,Routine,Pending,,True,0
SVC-REQ-714815,2024-02-04,SVC-50072,HW-PC-10072,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-714816,2024-04-13,SVC-50084,HW-PC-10056,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714817,2023-10-15,SVC-50034,HW-PC-10037,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714818,2023-12-21,SVC-50104,HW-PC-10060,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-714819,2025-05-23,SVC-50118,HW-PC-10007,Vent Weight Lost,Routine,Resolved,3.0,False,150
SVC-REQ-714820,2024-05-15,SVC-50139,HW-PC-10063,Safety Valve Issue,Critical,Resolved,8.0,False,800
SVC-REQ-714821,2025-04-24,SVC-50136,HW-PC-10071,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714822,2024-10-11,SVC-50001,HW-PC-10066,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714823,2023-08-31,SVC-50027,HW-PC-10005,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714824,2024-09-24,SVC-50115,HW-PC-10005,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-714825,2025-06-27,SVC-50020,HW-PC-10070,Vent Weight Lost,Routine,Pending,,True,0
SVC-REQ-714826,2024-02-15,SVC-50117,HW-PC-10035,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-714827,2025-03-09,SVC-50047,HW-PC-10012,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-714828,2023-11-02,SVC-50022,HW-PC-10057,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714829,2023-08-20,SVC-50022,HW-PC-10006,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-714830,2024-05-01,SVC-50126,HW-PC-10011,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714831,2024-05-27,SVC-50079,HW-PC-10047,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-714832,2025-07-01,SVC-50077,HW-PC-10002,Safety Valve Issue,Critical,Resolved,9.0,False,250
SVC-REQ-714833,2024-08-09,SVC-50079,HW-PC-10016,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-714834,2023-06-20,SVC-50056,HW-PC-10006,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-714835,2025-02-19,SVC-50022,HW-PC-10015,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714836,2024-08-19,SVC-50112,HW-PC-10066,Manufacturing Defect,Critical,Resolved,8.0,True,0
SVC-REQ-714837,2024-03-29,SVC-50081,HW-PC-10025,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-714838,2025-08-19,SVC-50128,HW-PC-10004,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-714839,2023-09-11,SVC-50122,HW-PC-10008,Safety Valve Issue,Critical,Resolved,6.0,False,800
SVC-REQ-714840,2025-12-15,SVC-50050,HW-PC-10055,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714841,2024-03-31,SVC-50074,HW-PC-10005,Body Dent,Cosmetic,Resolved,6.0,False,150
SVC-REQ-714842,2024-08-10,SVC-50117,HW-PC-10024,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714843,2025-12-29,SVC-50107,HW-PC-10020,Safety Valve Issue,Critical,Resolved,10.0,True,0
SVC-REQ-714844,2025-07-02,SVC-50091,HW-PC-10011,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714845,2023-06-14,SVC-50008,HW-PC-10069,Manufacturing Defect,Critical,Resolved,6.0,True,0
SVC-REQ-714846,2024-12-13,SVC-50121,HW-PC-10007,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714847,2024-03-04,SVC-50018,HW-PC-10029,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-714848,2024-10-05,SVC-50110,HW-PC-10023,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714849,2025-06-15,SVC-50094,HW-PC-10002,Body Dent,Cosmetic,Escalated,3.0,True,0
SVC-REQ-714850,2024-09-20,SVC-50051,HW-PC-10060,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714851,2023-06-11,SVC-50129,HW-PC-10019,Body Dent,Cosmetic,Resolved,3.0,True,0
SVC-REQ-714852,2024-10-30,SVC-50102,HW-PC-10059,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714853,2023-04-29,SVC-50089,HW-PC-10002,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714854,2024-04-17,SVC-50064,HW-PC-10020,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714855,2024-08-30,SVC-50008,HW-PC-10044,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-714856,2025-03-05,SVC-50062,HW-PC-10059,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-714857,2024-10-02,SVC-50118,HW-PC-10012,Manufacturing Defect,Critical,Resolved,6.0,False,800
SVC-REQ-714858,2023-09-08,SVC-50053,HW-PC-10001,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-714859,2026-01-01,SVC-50113,HW-PC-10023,Handle Damage,Routine,Pending,,True,0
SVC-REQ-714860,2025-03-11,SVC-50105,HW-PC-10002,Gasket Replacement,Routine,Pending,,False,150
SVC-REQ-714861,2024-03-11,SVC-50114,HW-PC-10069,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-714862,2026-02-17,SVC-50105,HW-PC-10009,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-714863,2025-11-17,SVC-50117,HW-PC-10043,Safety Valve Issue,Critical,Resolved,7.0,False,250
SVC-REQ-714864,2023-08-29,SVC-50003,HW-PC-10026,Lid Stuck,Critical,Resolved,6.0,False,800
SVC-REQ-714865,2025-03-17,SVC-50122,HW-PC-10036,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714866,2024-11-27,SVC-50029,HW-PC-10070,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-714867,2023-10-26,SVC-50080,HW-PC-10059,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-714868,2023-12-03,SVC-50135,HW-PC-10036,Gasket Replacement,Routine,Escalated,5.0,False,150
SVC-REQ-714869,2024-11-30,SVC-50062,HW-PC-10036,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714870,2024-03-16,SVC-50085,HW-PC-10015,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714871,2025-09-26,SVC-50014,HW-PC-10001,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714872,2023-07-06,SVC-50024,HW-PC-10009,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714873,2025-12-15,SVC-50033,HW-PC-10016,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-714874,2025-10-03,SVC-50116,HW-PC-10016,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714875,2025-06-11,SVC-50086,HW-PC-10020,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714876,2023-12-30,SVC-50062,HW-PC-10010,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-714877,2025-05-20,SVC-50062,HW-PC-10055,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714878,2024-07-15,SVC-50114,HW-PC-10008,Handle Damage,Routine,Pending,,False,800
SVC-REQ-714879,2025-02-18,SVC-50112,HW-PC-10058,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714880,2024-03-06,SVC-50014,HW-PC-10031,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714881,2025-09-28,SVC-50096,HW-PC-10022,Lid Stuck,Critical,Resolved,5.0,False,250
SVC-REQ-714882,2023-05-14,SVC-50062,HW-PC-10016,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-714883,2025-04-29,SVC-50026,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714884,2025-09-19,SVC-50005,HW-PC-10058,Manufacturing Defect,Critical,Resolved,7.0,True,0
SVC-REQ-714885,2025-03-07,SVC-50029,HW-PC-10025,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714886,2023-10-25,SVC-50080,HW-PC-10009,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-714887,2024-01-29,SVC-50084,HW-PC-10071,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-714888,2024-10-12,SVC-50075,HW-PC-10007,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714889,2024-03-26,SVC-50056,HW-PC-10017,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-714890,2023-04-06,SVC-50116,HW-PC-10015,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-714891,2023-05-14,SVC-50032,HW-PC-10008,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-714892,2025-07-09,SVC-50136,HW-PC-10035,Safety Valve Issue,Critical,Resolved,6.0,False,150
SVC-REQ-714893,2023-06-22,SVC-50130,HW-PC-10001,Safety Valve Issue,Critical,Resolved,9.0,False,1500
SVC-REQ-714894,2025-12-28,SVC-50036,HW-PC-10060,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-714895,2024-07-19,SVC-50099,HW-PC-10045,Safety Valve Issue,Critical,Escalated,9.0,False,150
SVC-REQ-714896,2025-06-29,SVC-50041,HW-PC-10010,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-714897,2023-08-08,SVC-50112,HW-PC-10060,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-714898,2025-12-27,SVC-50109,HW-PC-10066,Lid Stuck,Critical,Resolved,5.0,True,0
SVC-REQ-714899,2023-05-08,SVC-50134,HW-PC-10051,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714900,2023-05-16,SVC-50090,HW-PC-10002,Lid Stuck,Critical,Resolved,6.0,False,250
SVC-REQ-714901,2023-05-27,SVC-50100,HW-PC-10022,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-714902,2023-07-13,SVC-50019,HW-PC-10004,Gasket Replacement,Routine,Resolved,4.0,False,250
SVC-REQ-714903,2024-09-09,SVC-50086,HW-PC-10001,Body Dent,Cosmetic,Escalated,4.0,True,0
SVC-REQ-714904,2025-08-03,SVC-50140,HW-PC-10010,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714905,2024-01-29,SVC-50003,HW-PC-10068,Handle Damage,Routine,Resolved,5.0,False,250
SVC-REQ-714906,2025-06-17,SVC-50117,HW-PC-10018,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-714907,2025-07-17,SVC-50133,HW-PC-10060,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714908,2025-12-10,SVC-50069,HW-PC-10064,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-714909,2023-09-05,SVC-50053,HW-PC-10015,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714910,2023-08-20,SVC-50007,HW-PC-10065,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-714911,2023-08-04,SVC-50122,HW-PC-10037,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714912,2024-04-30,SVC-50035,HW-PC-10004,Body Dent,Cosmetic,Resolved,5.0,False,450
SVC-REQ-714913,2024-09-12,SVC-50102,HW-PC-10052,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714914,2024-08-10,SVC-50017,HW-PC-10020,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-714915,2023-12-25,SVC-50020,HW-PC-10036,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714916,2025-02-02,SVC-50034,HW-PC-10024,Safety Valve Issue,Critical,Resolved,10.0,True,0
SVC-REQ-714917,2024-04-05,SVC-50126,HW-PC-10072,Safety Valve Issue,Critical,Resolved,8.0,False,250
SVC-REQ-714918,2024-05-06,SVC-50030,HW-PC-10045,Body Dent,Cosmetic,Resolved,6.0,False,450
SVC-REQ-714919,2023-07-16,SVC-50114,HW-PC-10009,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714920,2024-12-26,SVC-50040,HW-PC-10057,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-714921,2025-03-17,SVC-50134,HW-PC-10043,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-714922,2025-06-28,SVC-50056,HW-PC-10027,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-714923,2025-12-06,SVC-50119,HW-PC-10070,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714924,2025-07-07,SVC-50115,HW-PC-10023,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-714925,2023-12-05,SVC-50091,HW-PC-10030,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714926,2023-12-05,SVC-50125,HW-PC-10054,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-714927,2025-12-16,SVC-50018,HW-PC-10060,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-714928,2025-08-05,SVC-50088,HW-PC-10039,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714929,2025-07-26,SVC-50103,HW-PC-10054,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-714930,2025-05-25,SVC-50026,HW-PC-10057,Handle Damage,Routine,Resolved,5.0,False,450
SVC-REQ-714931,2024-01-04,SVC-50028,HW-PC-10062,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714932,2025-10-11,SVC-50005,HW-PC-10046,Vent Weight Lost,Routine,Resolved,6.0,False,150
SVC-REQ-714933,2023-08-29,SVC-50106,HW-PC-10034,Lid Stuck,Critical,Resolved,10.0,True,0
SVC-REQ-714934,2024-04-19,SVC-50082,HW-PC-10014,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-714935,2024-04-15,SVC-50008,HW-PC-10014,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-714936,2024-11-27,SVC-50112,HW-PC-10008,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-714937,2024-08-13,SVC-50055,HW-PC-10014,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-714938,2024-08-08,SVC-50022,HW-PC-10058,Gasket Replacement,Routine,Resolved,6.0,False,450
SVC-REQ-714939,2024-11-21,SVC-50087,HW-PC-10046,Handle Damage,Routine,Pending,,True,0
SVC-REQ-714940,2024-06-20,SVC-50073,HW-PC-10013,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714941,2023-12-18,SVC-50053,HW-PC-10015,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714942,2025-03-28,SVC-50055,HW-PC-10072,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-714943,2025-08-05,SVC-50123,HW-PC-10015,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714944,2024-08-31,SVC-50078,HW-PC-10009,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-714945,2025-03-10,SVC-50116,HW-PC-10019,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714946,2024-11-04,SVC-50084,HW-PC-10048,Gasket Replacement,Routine,Escalated,2.0,True,0
SVC-REQ-714947,2023-05-31,SVC-50041,HW-PC-10017,Pressure Loss,Critical,Resolved,7.0,False,450
SVC-REQ-714948,2024-06-27,SVC-50073,HW-PC-10060,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-714949,2023-04-12,SVC-50071,HW-PC-10020,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-714950,2025-03-25,SVC-50075,HW-PC-10073,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-714951,2024-10-04,SVC-50081,HW-PC-10007,Pressure Loss,Critical,Resolved,7.0,False,150
SVC-REQ-714952,2023-08-10,SVC-50104,HW-PC-10001,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714953,2024-11-10,SVC-50134,HW-PC-10017,Gasket Replacement,Routine,Resolved,3.0,False,250
SVC-REQ-714954,2025-12-01,SVC-50140,HW-PC-10011,Handle Damage,Routine,Pending,,True,0
SVC-REQ-714955,2024-04-08,SVC-50001,HW-PC-10019,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-714956,2026-03-10,SVC-50029,HW-PC-10006,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714957,2026-02-07,SVC-50090,HW-PC-10046,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714958,2025-07-30,SVC-50072,HW-PC-10062,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-714959,2025-09-02,SVC-50051,HW-PC-10039,Gasket Replacement,Routine,Resolved,5.0,False,250
SVC-REQ-714960,2024-06-16,SVC-50030,HW-PC-10028,Lid Stuck,Critical,Pending,,True,0
SVC-REQ-714961,2024-06-08,SVC-50064,HW-PC-10053,Lid Stuck,Critical,Resolved,9.0,False,250
SVC-REQ-714962,2026-02-01,SVC-50122,HW-PC-10002,Handle Damage,Routine,Resolved,2.0,False,450
SVC-REQ-714963,2024-05-07,SVC-50132,HW-PC-10054,Vent Weight Lost,Routine,Pending,,False,800
SVC-REQ-714964,2023-07-05,SVC-50088,HW-PC-10028,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-714965,2023-09-09,SVC-50095,HW-PC-10035,Safety Valve Issue,Critical,Escalated,8.0,True,0
SVC-REQ-714966,2025-05-16,SVC-50082,HW-PC-10069,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-714967,2024-05-22,SVC-50059,HW-PC-10057,Pressure Loss,Critical,Escalated,8.0,True,0
SVC-REQ-714968,2023-11-02,SVC-50033,HW-PC-10068,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-714969,2025-09-02,SVC-50040,HW-PC-10031,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714970,2024-09-11,SVC-50073,HW-PC-10024,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-714971,2024-12-03,SVC-50084,HW-PC-10012,Safety Valve Issue,Critical,Escalated,6.0,True,0
SVC-REQ-714972,2023-09-11,SVC-50040,HW-PC-10042,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714973,2023-10-26,SVC-50002,HW-PC-10014,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714974,2023-08-08,SVC-50107,HW-PC-10007,Pressure Loss,Critical,Resolved,6.0,False,450
SVC-REQ-714975,2024-10-12,SVC-50021,HW-PC-10041,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714976,2025-07-19,SVC-50094,HW-PC-10029,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-714977,2025-06-05,SVC-50042,HW-PC-10016,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-714978,2023-12-29,SVC-50046,HW-PC-10026,Safety Valve Issue,Critical,Resolved,9.0,False,250
SVC-REQ-714979,2025-10-16,SVC-50115,HW-PC-10008,Safety Valve Issue,Critical,Resolved,7.0,False,250
SVC-REQ-714980,2023-07-16,SVC-50115,HW-PC-10031,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-714981,2023-07-26,SVC-50017,HW-PC-10043,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-714982,2025-10-13,SVC-50033,HW-PC-10023,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-714983,2023-12-13,SVC-50075,HW-PC-10007,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714984,2025-05-14,SVC-50042,HW-PC-10052,Gasket Replacement,Routine,Resolved,3.0,False,1500
SVC-REQ-714985,2023-04-11,SVC-50008,HW-PC-10070,Pressure Loss,Critical,Escalated,7.0,True,0
SVC-REQ-714986,2023-07-01,SVC-50132,HW-PC-10023,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-714987,2025-01-15,SVC-50106,HW-PC-10072,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-714988,2023-10-14,SVC-50139,HW-PC-10003,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-714989,2023-05-03,SVC-50132,HW-PC-10073,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714990,2024-08-17,SVC-50013,HW-PC-10039,Pressure Loss,Critical,Resolved,7.0,False,250
SVC-REQ-714991,2024-03-27,SVC-50031,HW-PC-10070,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-714992,2025-08-19,SVC-50132,HW-PC-10008,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-714993,2025-09-08,SVC-50016,HW-PC-10023,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-714994,2025-01-22,SVC-50115,HW-PC-10072,Body Dent,Cosmetic,Pending,,False,450
SVC-REQ-714995,2024-02-09,SVC-50104,HW-PC-10019,Gasket Replacement,Routine,Resolved,5.0,False,450
SVC-REQ-714996,2024-08-10,SVC-50049,HW-PC-10043,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-714997,2025-05-09,SVC-50042,HW-PC-10008,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-714998,2023-06-09,SVC-50086,HW-PC-10062,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-714999,2024-03-30,SVC-50056,HW-PC-10012,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-715000,2025-09-12,SVC-50080,HW-PC-10007,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-715001,2024-06-12,SVC-50114,HW-PC-10030,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-715002,2025-02-06,SVC-50089,HW-PC-10010,Body Dent,Cosmetic,Resolved,6.0,True,0
SVC-REQ-715003,2023-07-05,SVC-50039,HW-PC-10054,Lid Stuck,Critical,Resolved,6.0,True,0
SVC-REQ-715004,2025-07-20,SVC-50048,HW-PC-10061,Handle Damage,Routine,Resolved,7.0,True,0
SVC-REQ-715005,2023-07-10,SVC-50063,HW-PC-10027,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-715006,2025-10-28,SVC-50023,HW-PC-10001,Gasket Replacement,Routine,Resolved,3.0,False,450
SVC-REQ-715007,2023-07-17,SVC-50110,HW-PC-10019,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-715008,2025-11-24,SVC-50045,HW-PC-10002,Handle Damage,Routine,Resolved,7.0,False,250
SVC-REQ-715009,2024-05-04,SVC-50130,HW-PC-10066,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-715010,2025-02-05,SVC-50003,HW-PC-10012,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-715011,2025-10-10,SVC-50021,HW-PC-10072,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-715012,2023-04-13,SVC-50008,HW-PC-10014,Vent Weight Lost,Routine,Resolved,6.0,False,250
SVC-REQ-715013,2024-01-02,SVC-50004,HW-PC-10021,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-715014,2025-12-10,SVC-50036,HW-PC-10001,Gasket Replacement,Routine,Resolved,3.0,False,250
SVC-REQ-715015,2024-05-26,SVC-50056,HW-PC-10071,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-715016,2025-05-13,SVC-50112,HW-PC-10025,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-715017,2023-08-25,SVC-50073,HW-PC-10006,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-715018,2025-04-13,SVC-50072,HW-PC-10060,Gasket Replacement,Routine,Resolved,3.0,False,450
SVC-REQ-715019,2023-06-13,SVC-50078,HW-PC-10013,Vent Weight Lost,Routine,Pending,,False,800
SVC-REQ-715020,2025-05-23,SVC-50053,HW-PC-10001,Vent Weight Lost,Routine,Pending,,True,0
SVC-REQ-715021,2024-03-19,SVC-50113,HW-PC-10042,Gasket Replacement,Routine,Resolved,2.0,False,250
SVC-REQ-715022,2024-08-15,SVC-50138,HW-PC-10011,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-715023,2023-09-25,SVC-50120,HW-PC-10071,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-715024,2025-02-10,SVC-50027,HW-PC-10007,Gasket Replacement,Routine,Resolved,3.0,False,150
SVC-REQ-715025,2024-04-05,SVC-50074,HW-PC-10013,Handle Damage,Routine,Resolved,5.0,False,1500
SVC-REQ-715026,2024-05-22,SVC-50040,HW-PC-10032,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-715027,2025-03-13,SVC-50104,HW-PC-10069,Lid Stuck,Critical,Resolved,5.0,True,0
SVC-REQ-715028,2023-10-10,SVC-50135,HW-PC-10016,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-715029,2025-10-17,SVC-50139,HW-PC-10023,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-715030,2025-06-12,SVC-50128,HW-PC-10004,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-715031,2024-12-13,SVC-50060,HW-PC-10004,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-715032,2023-08-11,SVC-50070,HW-PC-10060,Handle Damage,Routine,Resolved,2.0,True,0
