pricing_id,snapshot_date,product_id,competitor,hawkins_price,competitor_price,price_gap_pct
CP-801141,2026-01-01,HW-PC-10008,TTK Prestige,1960.0,2320.0,18.37
CP-801142,2026-01-01,HW-PC-10008,Butterfly,1960.0,1740.0,-11.22
CP-801143,2026-01-01,HW-PC-10008,Pigeon,1960.0,1630.0,-16.84
CP-801144,2026-01-01,HW-PC-10008,Stove Kraft,1960.0,2030.0,3.57
CP-801145,2026-02-01,HW-PC-10008,TTK Prestige,1960.0,2240.0,14.29
CP-801146,2026-02-01,HW-PC-10008,Butterfly,1960.0,1990.0,1.53
CP-801147,2026-02-01,HW-PC-10008,Pigeon,1960.0,1770.0,-9.69
CP-801148,2026-02-01,HW-PC-10008,Stove Kraft,1960.0,1820.0,-7.14
CP-801149,2026-03-01,HW-PC-10008,TTK Prestige,1960.0,2200.0,12.24
CP-801150,2026-03-01,HW-PC-10008,Butterfly,1960.0,1890.0,-3.57
CP-801151,2026-03-01,HW-PC-10008,Pigeon,1960.0,1640.0,-16.33
CP-801152,2026-03-01,HW-PC-10008,Stove Kraft,1960.0,1840.0,-6.12
CP-801153,2023-04-01,HW-PC-10009,TTK Prestige,2250.0,2350.0,4.44
CP-801154,2023-04-01,HW-PC-10009,Butterfly,2250.0,1930.0,-14.22
CP-801155,2023-04-01,HW-PC-10009,Pigeon,2250.0,1610.0,-28.44
CP-801156,2023-04-01,HW-PC-10009,Stove Kraft,2250.0,1820.0,-19.11
CP-801157,2023-05-01,HW-PC-10009,TTK Prestige,2250.0,2480.0,10.22
CP-801158,2023-05-01,HW-PC-10009,Butterfly,2250.0,1990.0,-11.56
CP-801159,2023-05-01,HW-PC-10009,Pigeon,2250.0,1920.0,-14.67
CP-801160,2023-05-01,HW-PC-10009,Stove Kraft,2250.0,2340.0,4.0
CP-801161,2023-06-01,HW-PC-10009,TTK Prestige,2250.0,2440.0,8.44
CP-801162,2023-06-01,HW-PC-10009,Butterfly,2250.0,1940.0,-13.78
CP-801163,2023-06-01,HW-PC-10009,Pigeon,2250.0,1890.0,-16.0
CP-801164,2023-06-01,HW-PC-10009,Stove Kraft,2250.0,2120.0,-5.78
CP-801165,2023-07-01,HW-PC-10009,TTK Prestige,2250.0,2500.0,11.11
CP-801166,2023-07-01,HW-PC-10009,Butterfly,2250.0,1920.0,-14.67
CP-801167,2023-07-01,HW-PC-10009,Pigeon,2250.0,1670.0,-25.78
CP-801168,2023-07-01,HW-PC-10009,Stove Kraft,2250.0,2190.0,-2.67
CP-801169,2023-08-01,HW-PC-10009,TTK Prestige,2250.0,2480.0,10.22
CP-801170,2023-08-01,HW-PC-10009,Butterfly,2250.0,2130.0,-5.33
CP-801171,2023-08-01,HW-PC-10009,Pigeon,2250.0,1960.0,-12.89
CP-801172,2023-08-01,HW-PC-10009,Stove Kraft,2250.0,2100.0,-6.67
CP-801173,2023-09-01,HW-PC-10009,TTK Prestige,2250.0,2350.0,4.44
CP-801174,2023-09-01,HW-PC-10009,Butterfly,2250.0,2120.0,-5.78
CP-801175,2023-09-01,HW-PC-10009,Pigeon,2250.0,1820.0,-19.11
CP-801176,2023-09-01,HW-PC-10009,Stove Kraft,2250.0,2290.0,1.78
CP-801177,2023-10-01,HW-PC-10009,TTK Prestige,2250.0,2450.0,8.89
CP-801178,2023-10-01,HW-PC-10009,Butterfly,2250.0,2170.0,-3.56
CP-801179,2023-10-01,HW-PC-10009,Pigeon,2250.0,1600.0,-28.89
CP-801180,2023-10-01,HW-PC-10009,Stove Kraft,2250.0,2060.0,-8.44
CP-801181,2023-11-01,HW-PC-10009,TTK Prestige,2250.0,2460.0,9.33
CP-801182,2023-11-01,HW-PC-10009,Butterfly,2250.0,2050.0,-8.89
CP-801183,2023-11-01,HW-PC-10009,Pigeon,2250.0,1800.0,-20.0
CP-801184,2023-11-01,HW-PC-10009,Stove Kraft,2250.0,2020.0,-10.22
CP-801185,2023-12-01,HW-PC-10009,TTK Prestige,2250.0,2380.0,5.78
CP-801186,2023-12-01,HW-PC-10009,Butterfly,2250.0,1940.0,-13.78
CP-801187,2023-12-01,HW-PC-10009,Pigeon,2250.0,1880.0,-16.44
CP-801188,2023-12-01,HW-PC-10009,Stove Kraft,2250.0,2230.0,-0.89
CP-801189,2024-01-01,HW-PC-10009,TTK Prestige,2250.0,2390.0,6.22
CP-801190,2024-01-01,HW-PC-10009,Butterfly,2250.0,1810.0,-19.56
CP-801191,2024-01-01,HW-PC-10009,Pigeon,2250.0,1760.0,-21.78
CP-801192,2024-01-01,HW-PC-10009,Stove Kraft,2250.0,2340.0,4.0
CP-801193,2024-02-01,HW-PC-10009,TTK Prestige,2250.0,2460.0,9.33
CP-801194,2024-02-01,HW-PC-10009,Butterfly,2250.0,1950.0,-13.33
CP-801195,2024-02-01,HW-PC-10009,Pigeon,2250.0,1600.0,-28.89
CP-801196,2024-02-01,HW-PC-10009,Stove Kraft,2250.0,2200.0,-2.22
CP-801197,2024-03-01,HW-PC-10009,TTK Prestige,2250.0,2340.0,4.0
CP-801198,2024-03-01,HW-PC-10009,Butterfly,2250.0,1810.0,-19.56
CP-801199,2024-03-01,HW-PC-10009,Pigeon,2250.0,1890.0,-16.0
CP-801200,2024-03-01,HW-PC-10009,Stove Kraft,2250.0,2040.0,-9.33
CP-801201,2024-04-01,HW-PC-10009,TTK Prestige,2250.0,2450.0,8.89
CP-801202,2024-04-01,HW-PC-10009,Butterfly,2250.0,2130.0,-5.33
CP-801203,2024-04-01,HW-PC-10009,Pigeon,2250.0,1720.0,-23.56
CP-801204,2024-04-01,HW-PC-10009,Stove Kraft,2250.0,1800.0,-20.0
CP-801205,2024-05-01,HW-PC-10009,TTK Prestige,2250.0,2410.0,7.11
CP-801206,2024-05-01,HW-PC-10009,Butterfly,2250.0,1870.0,-16.89
CP-801207,2024-05-01,HW-PC-10009,Pigeon,2250.0,1640.0,-27.11
CP-801208,2024-05-01,HW-PC-10009,Stove Kraft,2250.0,2220.0,-1.33
CP-801209,2024-06-01,HW-PC-10009,TTK Prestige,2250.0,2450.0,8.89
CP-801210,2024-06-01,HW-PC-10009,Butterfly,2250.0,2250.0,0.0
CP-801211,2024-06-01,HW-PC-10009,Pigeon,2250.0,1700.0,-24.44
CP-801212,2024-06-01,HW-PC-10009,Stove Kraft,2250.0,2150.0,-4.44
CP-801213,2024-07-01,HW-PC-10009,TTK Prestige,2250.0,2570.0,14.22
CP-801214,2024-07-01,HW-PC-10009,Butterfly,2250.0,2190.0,-2.67
CP-801215,2024-07-01,HW-PC-10009,Pigeon,2250.0,1880.0,-16.44
CP-801216,2024-07-01,HW-PC-10009,Stove Kraft,2250.0,2430.0,8.0
CP-801217,2024-08-01,HW-PC-10009,TTK Prestige,2250.0,2490.0,10.67
CP-801218,2024-08-01,HW-PC-10009,Butterfly,2250.0,2330.0,3.56
CP-801219,2024-08-01,HW-PC-10009,Pigeon,2250.0,2040.0,-9.33
CP-801220,2024-08-01,HW-PC-10009,Stove Kraft,2250.0,2000.0,-11.11
CP-801221,2024-09-01,HW-PC-10009,TTK Prestige,2250.0,2570.0,14.22
CP-801222,2024-09-01,HW-PC-10009,Butterfly,2250.0,2230.0,-0.89
CP-801223,2024-09-01,HW-PC-10009,Pigeon,2250.0,1770.0,-21.33
CP-801224,2024-09-01,HW-PC-10009,Stove Kraft,2250.0,2360.0,4.89
CP-801225,2024-10-01,HW-PC-10009,TTK Prestige,2250.0,2480.0,10.22
CP-801226,2024-10-01,HW-PC-10009,Butterfly,2250.0,2150.0,-4.44
CP-801227,2024-10-01,HW-PC-10009,Pigeon,2250.0,1850.0,-17.78
CP-801228,2024-10-01,HW-PC-10009,Stove Kraft,2250.0,2080.0,-7.56
CP-801229,2024-11-01,HW-PC-10009,TTK Prestige,2250.0,2650.0,17.78
CP-801230,2024-11-01,HW-PC-10009,Butterfly,2250.0,2040.0,-9.33
CP-801231,2024-11-01,HW-PC-10009,Pigeon,2250.0,1860.0,-17.33
CP-801232,2024-11-01,HW-PC-10009,Stove Kraft,2250.0,2150.0,-4.44
CP-801233,2024-12-01,HW-PC-10009,TTK Prestige,2250.0,2540.0,12.89
CP-801234,2024-12-01,HW-PC-10009,Butterfly,2250.0,2100.0,-6.67
CP-801235,2024-12-01,HW-PC-10009,Pigeon,2250.0,1860.0,-17.33
CP-801236,2024-12-01,HW-PC-10009,Stove Kraft,2250.0,1780.0,-20.89
CP-801237,2025-01-01,HW-PC-10009,TTK Prestige,2250.0,2430.0,8.0
CP-801238,2025-01-01,HW-PC-10009,Butterfly,2250.0,2470.0,9.78
CP-801239,2025-01-01,HW-PC-10009,Pigeon,2250.0,1960.0,-12.89
CP-801240,2025-01-01,HW-PC-10009,Stove Kraft,2250.0,2110.0,-6.22
CP-801241,2025-02-01,HW-PC-10009,TTK Prestige,2250.0,2490.0,10.67
CP-801242,2025-02-01,HW-PC-10009,Butterfly,2250.0,2310.0,2.67
CP-801243,2025-02-01,HW-PC-10009,Pigeon,2250.0,1880.0,-16.44
CP-801244,2025-02-01,HW-PC-10009,Stove Kraft,2250.0,2350.0,4.44
CP-801245,2025-03-01,HW-PC-10009,TTK Prestige,2250.0,2460.0,9.33
CP-801246,2025-03-01,HW-PC-10009,Butterfly,2250.0,2150.0,-4.44
CP-801247,2025-03-01,HW-PC-10009,Pigeon,2250.0,1990.0,-11.56
CP-801248,2025-03-01,HW-PC-10009,Stove Kraft,2250.0,2280.0,1.33
CP-801249,2025-04-01,HW-PC-10009,TTK Prestige,2250.0,2470.0,9.78
CP-801250,2025-04-01,HW-PC-10009,Butterfly,2250.0,2190.0,-2.67
CP-801251,2025-04-01,HW-PC-10009,Pigeon,2250.0,1900.0,-15.56
CP-801252,2025-04-01,HW-PC-10009,Stove Kraft,2250.0,2360.0,4.89
CP-801253,2025-05-01,HW-PC-10009,TTK Prestige,2250.0,2760.0,22.67
CP-801254,2025-05-01,HW-PC-10009,Butterfly,2250.0,2200.0,-2.22
CP-801255,2025-05-01,HW-PC-10009,Pigeon,2250.0,1830.0,-18.67
CP-801256,2025-05-01,HW-PC-10009,Stove Kraft,2250.0,2080.0,-7.56
CP-801257,2025-06-01,HW-PC-10009,TTK Prestige,2250.0,2560.0,13.78
CP-801258,2025-06-01,HW-PC-10009,Butterfly,2250.0,2190.0,-2.67
CP-801259,2025-06-01,HW-PC-10009,Pigeon,2250.0,1920.0,-14.67
CP-801260,2025-06-01,HW-PC-10009,Stove Kraft,2250.0,2230.0,-0.89
CP-801261,2025-07-01,HW-PC-10009,TTK Prestige,2250.0,2530.0,12.44
CP-801262,2025-07-01,HW-PC-10009,Butterfly,2250.0,2030.0,-9.78
CP-801263,2025-07-01,HW-PC-10009,Pigeon,2250.0,1790.0,-20.44
CP-801264,2025-07-01,HW-PC-10009,Stove Kraft,2250.0,2150.0,-4.44
CP-801265,2025-08-01,HW-PC-10009,TTK Prestige,2250.0,2470.0,9.78
CP-801266,2025-08-01,HW-PC-10009,Butterfly,2250.0,2230.0,-0.89
CP-801267,2025-08-01,HW-PC-10009,Pigeon,2250.0,1990.0,-11.56
CP-801268,2025-08-01,HW-PC-10009,Stove Kraft,2250.0,2200.0,-2.22
CP-801269,2025-09-01,HW-PC-10009,TTK Prestige,2250.0,2670.0,18.67
CP-801270,2025-09-01,HW-PC-10009,Butterfly,2250.0,2190.0,-2.67
CP-801271,2025-09-01,HW-PC-10009,Pigeon,2250.0,1930.0,-14.22
CP-801272,2025-09-01,HW-PC-10009,Stove Kraft,2250.0,1880.0,-16.44
CP-801273,2025-10-01,HW-PC-10009,TTK Prestige,2250.0,2710.0,20.44
CP-801274,2025-10-01,HW-PC-10009,Butterfly,2250.0,2300.0,2.22
CP-801275,2025-10-01,HW-PC-10009,Pigeon,2250.0,1740.0,-22.67
CP-801276,2025-10-01,HW-PC-10009,Stove Kraft,2250.0,2230.0,-0.89
CP-801277,2025-11-01,HW-PC-10009,TTK Prestige,2250.0,2350.0,4.44
CP-801278,2025-11-01,HW-PC-10009,Butterfly,2250.0,2040.0,-9.33
CP-801279,2025-11-01,HW-PC-10009,Pigeon,2250.0,1850.0,-17.78
CP-801280,2025-11-01,HW-PC-10009,Stove Kraft,2250.0,2500.0,11.11
CP-801281,2025-12-01,HW-PC-10009,TTK Prestige,2250.0,2620.0,16.44
CP-801282,2025-12-01,HW-PC-10009,Butterfly,2250.0,2050.0,-8.89
CP-801283,2025-12-01,HW-PC-10009,Pigeon,2250.0,1980.0,-12.0
CP-801284,2025-12-01,HW-PC-10009,Stove Kraft,2250.0,2110.0,-6.22
CP-801285,2026-01-01,HW-PC-10009,TTK Prestige,2250.0,2630.0,16.89
CP-801286,2026-01-01,HW-PC-10009,Butterfly,2250.0,2140.0,-4.89
CP-801287,2026-01-01,HW-PC-10009,Pigeon,2250.0,2050.0,-8.89
CP-801288,2026-01-01,HW-PC-10009,Stove Kraft,2250.0,2150.0,-4.44
CP-801289,2026-02-01,HW-PC-10009,TTK Prestige,2250.0,2590.0,15.11
CP-801290,2026-02-01,HW-PC-10009,Butterfly,2250.0,2270.0,0.89
CP-801291,2026-02-01,HW-PC-10009,Pigeon,2250.0,2090.0,-7.11
CP-801292,2026-02-01,HW-PC-10009,Stove Kraft,2250.0,2320.0,3.11
CP-801293,2026-03-01,HW-PC-10009,TTK Prestige,2250.0,2370.0,5.33
CP-801294,2026-03-01,HW-PC-10009,Butterfly,2250.0,2170.0,-3.56
CP-801295,2026-03-01,HW-PC-10009,Pigeon,2250.0,2040.0,-9.33
CP-801296,2026-03-01,HW-PC-10009,Stove Kraft,2250.0,2560.0,13.78
CP-801297,2023-04-01,HW-PC-10010,TTK Prestige,2540.0,2730.0,7.48
CP-801298,2023-04-01,HW-PC-10010,Butterfly,2540.0,2370.0,-6.69
CP-801299,2023-04-01,HW-PC-10010,Pigeon,2540.0,1880.0,-25.98
CP-801300,2023-04-01,HW-PC-10010,Stove Kraft,2540.0,2470.0,-2.76
CP-801301,2023-05-01,HW-PC-10010,TTK Prestige,2540.0,2670.0,5.12
CP-801302,2023-05-01,HW-PC-10010,Butterfly,2540.0,2090.0,-17.72
CP-801303,2023-05-01,HW-PC-10010,Pigeon,2540.0,1930.0,-24.02
CP-801304,2023-05-01,HW-PC-10010,Stove Kraft,2540.0,2130.0,-16.14
CP-801305,2023-06-01,HW-PC-10010,TTK Prestige,2540.0,2640.0,3.94
CP-801306,2023-06-01,HW-PC-10010,Butterfly,2540.0,2330.0,-8.27
CP-801307,2023-06-01,HW-PC-10010,Pigeon,2540.0,1960.0,-22.83
CP-801308,2023-06-01,HW-PC-10010,Stove Kraft,2540.0,2610.0,2.76
CP-801309,2023-07-01,HW-PC-10010,TTK Prestige,2540.0,2760.0,8.66
CP-801310,2023-07-01,HW-PC-10010,Butterfly,2540.0,2190.0,-13.78
CP-801311,2023-07-01,HW-PC-10010,Pigeon,2540.0,2070.0,-18.5
CP-801312,2023-07-01,HW-PC-10010,Stove Kraft,2540.0,2290.0,-9.84
CP-801313,2023-08-01,HW-PC-10010,TTK Prestige,2540.0,2850.0,12.2
CP-801314,2023-08-01,HW-PC-10010,Butterfly,2540.0,2470.0,-2.76
CP-801315,2023-08-01,HW-PC-10010,Pigeon,2540.0,1990.0,-21.65
CP-801316,2023-08-01,HW-PC-10010,Stove Kraft,2540.0,2290.0,-9.84
CP-801317,2023-09-01,HW-PC-10010,TTK Prestige,2540.0,2740.0,7.87
CP-801318,2023-09-01,HW-PC-10010,Butterfly,2540.0,2370.0,-6.69
CP-801319,2023-09-01,HW-PC-10010,Pigeon,2540.0,2060.0,-18.9
CP-801320,2023-09-01,HW-PC-10010,Stove Kraft,2540.0,2320.0,-8.66
CP-801321,2023-10-01,HW-PC-10010,TTK Prestige,2540.0,2590.0,1.97
CP-801322,2023-10-01,HW-PC-10010,Butterfly,2540.0,2330.0,-8.27
CP-801323,2023-10-01,HW-PC-10010,Pigeon,2540.0,2120.0,-16.54
CP-801324,2023-10-01,HW-PC-10010,Stove Kraft,2540.0,2690.0,5.91
CP-801325,2023-11-01,HW-PC-10010,TTK Prestige,2540.0,2640.0,3.94
CP-801326,2023-11-01,HW-PC-10010,Butterfly,2540.0,2320.0,-8.66
CP-801327,2023-11-01,HW-PC-10010,Pigeon,2540.0,2190.0,-13.78
CP-801328,2023-11-01,HW-PC-10010,Stove Kraft,2540.0,2370.0,-6.69
CP-801329,2023-12-01,HW-PC-10010,TTK Prestige,2540.0,2710.0,6.69
CP-801330,2023-12-01,HW-PC-10010,Butterfly,2540.0,2420.0,-4.72
CP-801331,2023-12-01,HW-PC-10010,Pigeon,2540.0,2120.0,-16.54
CP-801332,2023-12-01,HW-PC-10010,Stove Kraft,2540.0,2360.0,-7.09
CP-801333,2024-01-01,HW-PC-10010,TTK Prestige,2540.0,2590.0,1.97
CP-801334,2024-01-01,HW-PC-10010,Butterfly,2540.0,2490.0,-1.97
CP-801335,2024-01-01,HW-PC-10010,Pigeon,2540.0,2060.0,-18.9
CP-801336,2024-01-01,HW-PC-10010,Stove Kraft,2540.0,2210.0,-12.99
CP-801337,2024-02-01,HW-PC-10010,TTK Prestige,2540.0,2930.0,15.35
CP-801338,2024-02-01,HW-PC-10010,Butterfly,2540.0,2280.0,-10.24
CP-801339,2024-02-01,HW-PC-10010,Pigeon,2540.0,1980.0,-22.05
CP-801340,2024-02-01,HW-PC-10010,Stove Kraft,2540.0,2500.0,-1.57
CP-801341,2024-03-01,HW-PC-10010,TTK Prestige,2540.0,2630.0,3.54
CP-801342,2024-03-01,HW-PC-10010,Butterfly,2540.0,2130.0,-16.14
CP-801343,2024-03-01,HW-PC-10010,Pigeon,2540.0,1870.0,-26.38
CP-801344,2024-03-01,HW-PC-10010,Stove Kraft,2540.0,2180.0,-14.17
CP-801345,2024-04-01,HW-PC-10010,TTK Prestige,2540.0,2650.0,4.33
CP-801346,2024-04-01,HW-PC-10010,Butterfly,2540.0,2500.0,-1.57
CP-801347,2024-04-01,HW-PC-10010,Pigeon,2540.0,1880.0,-25.98
CP-801348,2024-04-01,HW-PC-10010,Stove Kraft,2540.0,2770.0,9.06
CP-801349,2024-05-01,HW-PC-10010,TTK Prestige,2540.0,2880.0,13.39
CP-801350,2024-05-01,HW-PC-10010,Butterfly,2540.0,2530.0,-0.39
CP-801351,2024-05-01,HW-PC-10010,Pigeon,2540.0,2170.0,-14.57
CP-801352,2024-05-01,HW-PC-10010,Stove Kraft,2540.0,2250.0,-11.42
CP-801353,2024-06-01,HW-PC-10010,TTK Prestige,2540.0,2720.0,7.09
CP-801354,2024-06-01,HW-PC-10010,Butterfly,2540.0,2410.0,-5.12
CP-801355,2024-06-01,HW-PC-10010,Pigeon,2540.0,2060.0,-18.9
CP-801356,2024-06-01,HW-PC-10010,Stove Kraft,2540.0,2570.0,1.18
CP-801357,2024-07-01,HW-PC-10010,TTK Prestige,2540.0,2880.0,13.39
CP-801358,2024-07-01,HW-PC-10010,Butterfly,2540.0,2360.0,-7.09
CP-801359,2024-07-01,HW-PC-10010,Pigeon,2540.0,2020.0,-20.47
CP-801360,2024-07-01,HW-PC-10010,Stove Kraft,2540.0,2330.0,-8.27
CP-801361,2024-08-01,HW-PC-10010,TTK Prestige,2540.0,2810.0,10.63
CP-801362,2024-08-01,HW-PC-10010,Butterfly,2540.0,2150.0,-15.35
CP-801363,2024-08-01,HW-PC-10010,Pigeon,2540.0,2140.0,-15.75
CP-801364,2024-08-01,HW-PC-10010,Stove Kraft,2540.0,2430.0,-4.33
CP-801365,2024-09-01,HW-PC-10010,TTK Prestige,2540.0,2910.0,14.57
CP-801366,2024-09-01,HW-PC-10010,Butterfly,2540.0,2100.0,-17.32
CP-801367,2024-09-01,HW-PC-10010,Pigeon,2540.0,1930.0,-24.02
CP-801368,2024-09-01,HW-PC-10010,Stove Kraft,2540.0,2610.0,2.76
CP-801369,2024-10-01,HW-PC-10010,TTK Prestige,2540.0,2760.0,8.66
CP-801370,2024-10-01,HW-PC-10010,Butterfly,2540.0,2350.0,-7.48
CP-801371,2024-10-01,HW-PC-10010,Pigeon,2540.0,2340.0,-7.87
CP-801372,2024-10-01,HW-PC-10010,Stove Kraft,2540.0,2340.0,-7.87
CP-801373,2024-11-01,HW-PC-10010,TTK Prestige,2540.0,2930.0,15.35
CP-801374,2024-11-01,HW-PC-10010,Butterfly,2540.0,2290.0,-9.84
CP-801375,2024-11-01,HW-PC-10010,Pigeon,2540.0,1920.0,-24.41
CP-801376,2024-11-01,HW-PC-10010,Stove Kraft,2540.0,2410.0,-5.12
CP-801377,2024-12-01,HW-PC-10010,TTK Prestige,2540.0,2750.0,8.27
CP-801378,2024-12-01,HW-PC-10010,Butterfly,2540.0,2240.0,-11.81
CP-801379,2024-12-01,HW-PC-10010,Pigeon,2540.0,2000.0,-21.26
CP-801380,2024-12-01,HW-PC-10010,Stove Kraft,2540.0,2600.0,2.36
CP-801381,2025-01-01,HW-PC-10010,TTK Prestige,2540.0,2720.0,7.09
CP-801382,2025-01-01,HW-PC-10010,Butterfly,2540.0,2510.0,-1.18
CP-801383,2025-01-01,HW-PC-10010,Pigeon,2540.0,2080.0,-18.11
CP-801384,2025-01-01,HW-PC-10010,Stove Kraft,2540.0,2690.0,5.91
CP-801385,2025-02-01,HW-PC-10010,TTK Prestige,2540.0,2990.0,17.72
CP-801386,2025-02-01,HW-PC-10010,Butterfly,2540.0,2440.0,-3.94
CP-801387,2025-02-01,HW-PC-10010,Pigeon,2540.0,1850.0,-27.17
CP-801388,2025-02-01,HW-PC-10010,Stove Kraft,2540.0,2590.0,1.97
CP-801389,2025-03-01,HW-PC-10010,TTK Prestige,2540.0,2860.0,12.6
CP-801390,2025-03-01,HW-PC-10010,Butterfly,2540.0,2540.0,0.0
CP-801391,2025-03-01,HW-PC-10010,Pigeon,2540.0,2170.0,-14.57
CP-801392,2025-03-01,HW-PC-10010,Stove Kraft,2540.0,2280.0,-10.24
CP-801393,2025-04-01,HW-PC-10010,TTK Prestige,2540.0,2870.0,12.99
CP-801394,2025-04-01,HW-PC-10010,Butterfly,2540.0,2260.0,-11.02
CP-801395,2025-04-01,HW-PC-10010,Pigeon,2540.0,2070.0,-18.5
CP-801396,2025-04-01,HW-PC-10010,Stove Kraft,2540.0,2800.0,10.24
CP-801397,2025-05-01,HW-PC-10010,TTK Prestige,2540.0,2940.0,15.75
CP-801398,2025-05-01,HW-PC-10010,Butterfly,2540.0,2530.0,-0.39
CP-801399,2025-05-01,HW-PC-10010,Pigeon,2540.0,1940.0,-23.62
CP-801400,2025-05-01,HW-PC-10010,Stove Kraft,2540.0,2390.0,-5.91
CP-801401,2025-06-01,HW-PC-10010,TTK Prestige,2540.0,2930.0,15.35
CP-801402,2025-06-01,HW-PC-10010,Butterfly,2540.0,2380.0,-6.3
CP-801403,2025-06-01,HW-PC-10010,Pigeon,2540.0,2190.0,-13.78
CP-801404,2025-06-01,HW-PC-10010,Stove Kraft,2540.0,2290.0,-9.84
CP-801405,2025-07-01,HW-PC-10010,TTK Prestige,2540.0,2780.0,9.45
CP-801406,2025-07-01,HW-PC-10010,Butterfly,2540.0,2160.0,-14.96
CP-801407,2025-07-01,HW-PC-10010,Pigeon,2540.0,1900.0,-25.2
CP-801408,2025-07-01,HW-PC-10010,Stove Kraft,2540.0,2050.0,-19.29
CP-801409,2025-08-01,HW-PC-10010,TTK Prestige,2540.0,2940.0,15.75
CP-801410,2025-08-01,HW-PC-10010,Butterfly,2540.0,2300.0,-9.45
CP-801411,2025-08-01,HW-PC-10010,Pigeon,2540.0,1980.0,-22.05
CP-801412,2025-08-01,HW-PC-10010,Stove Kraft,2540.0,2850.0,12.2
CP-801413,2025-09-01,HW-PC-10010,TTK Prestige,2540.0,2870.0,12.99
CP-801414,2025-09-01,HW-PC-10010,Butterfly,2540.0,2460.0,-3.15
CP-801415,2025-09-01,HW-PC-10010,Pigeon,2540.0,2250.0,-11.42
CP-801416,2025-09-01,HW-PC-10010,Stove Kraft,2540.0,2140.0,-15.75
CP-801417,2025-10-01,HW-PC-10010,TTK Prestige,2540.0,3010.0,18.5
CP-801418,2025-10-01,HW-PC-10010,Butterfly,2540.0,2530.0,-0.39
CP-801419,2025-10-01,HW-PC-10010,Pigeon,2540.0,2170.0,-14.57
CP-801420,2025-10-01,HW-PC-10010,Stove Kraft,2540.0,2570.0,1.18
CP-801421,2025-11-01,HW-PC-10010,TTK Prestige,2540.0,3090.0,21.65
CP-801422,2025-11-01,HW-PC-10010,Butterfly,2540.0,2300.0,-9.45
CP-801423,2025-11-01,HW-PC-10010,Pigeon,2540.0,2110.0,-16.93
CP-801424,2025-11-01,HW-PC-10010,Stove Kraft,2540.0,2670.0,5.12
CP-801425,2025-12-01,HW-PC-10010,TTK Prestige,2540.0,2890.0,13.78
CP-801426,2025-12-01,HW-PC-10010,Butterfly,2540.0,2520.0,-0.79
CP-801427,2025-12-01,HW-PC-10010,Pigeon,2540.0,2370.0,-6.69
CP-801428,2025-12-01,HW-PC-10010,Stove Kraft,2540.0,2620.0,3.15
CP-801429,2026-01-01,HW-PC-10010,TTK Prestige,2540.0,3130.0,23.23
CP-801430,2026-01-01,HW-PC-10010,Butterfly,2540.0,2490.0,-1.97
CP-801431,2026-01-01,HW-PC-10010,Pigeon,2540.0,2420.0,-4.72
CP-801432,2026-01-01,HW-PC-10010,Stove Kraft,2540.0,2740.0,7.87
CP-801433,2026-02-01,HW-PC-10010,TTK Prestige,2540.0,2950.0,16.14
CP-801434,2026-02-01,HW-PC-10010,Butterfly,2540.0,2390.0,-5.91
CP-801435,2026-02-01,HW-PC-10010,Pigeon,2540.0,2140.0,-15.75
CP-801436,2026-02-01,HW-PC-10010,Stove Kraft,2540.0,2800.0,10.24
CP-801437,2026-03-01,HW-PC-10010,TTK Prestige,2540.0,3220.0,26.77
CP-801438,2026-03-01,HW-PC-10010,Butterfly,2540.0,2570.0,1.18
CP-801439,2026-03-01,HW-PC-10010,Pigeon,2540.0,1980.0,-22.05
CP-801440,2026-03-01,HW-PC-10010,Stove Kraft,2540.0,2560.0,0.79
CP-801441,2023-04-01,HW-PC-10015,TTK Prestige,1550.0,1660.0,7.1
CP-801442,2023-04-01,HW-PC-10015,Butterfly,1550.0,1330.0,-14.19
CP-801443,2023-04-01,HW-PC-10015,Pigeon,1550.0,1180.0,-23.87
CP-801444,2023-04-01,HW-PC-10015,Stove Kraft,1550.0,1540.0,-0.65
CP-801445,2023-05-01,HW-PC-10015,TTK Prestige,1550.0,1660.0,7.1
CP-801446,2023-05-01,HW-PC-10015,Butterfly,1550.0,1350.0,-12.9
CP-801447,2023-05-01,HW-PC-10015,Pigeon,1550.0,1250.0,-19.35
CP-801448,2023-05-01,HW-PC-10015,Stove Kraft,1550.0,1490.0,-3.87
CP-801449,2023-06-01,HW-PC-10015,TTK Prestige,1550.0,1510.0,-2.58
CP-801450,2023-06-01,HW-PC-10015,Butterfly,1550.0,1480.0,-4.52
CP-801451,2023-06-01,HW-PC-10015,Pigeon,1550.0,1330.0,-14.19
CP-801452,2023-06-01,HW-PC-10015,Stove Kraft,1550.0,1620.0,4.52
CP-801453,2023-07-01,HW-PC-10015,TTK Prestige,1550.0,1650.0,6.45
CP-801454,2023-07-01,HW-PC-10015,Butterfly,1550.0,1380.0,-10.97
CP-801455,2023-07-01,HW-PC-10015,Pigeon,1550.0,1220.0,-21.29
CP-801456,2023-07-01,HW-PC-10015,Stove Kraft,1550.0,1350.0,-12.9
CP-801457,2023-08-01,HW-PC-10015,TTK Prestige,1550.0,1730.0,11.61
CP-801458,2023-08-01,HW-PC-10015,Butterfly,1550.0,1440.0,-7.1
CP-801459,2023-08-01,HW-PC-10015,Pigeon,1550.0,1210.0,-21.94
